,2025_supply,2030_supply,2035_supply,2040_supply,2045_supply,2050_supply,2025_price,2030_price,2035_price,2040_price,2045_price,2050_price,product_price,GCAM,Units_supply,Units_price,colors
157,,0.22758963333333335,0.5140226666666667,1.0515230000000002,6.204806666666667,7.662526666666668,,212.00050909090905,193.72379999999995,177.02421818181816,167.5431545454545,225.75711818181813,BECCS,CO,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
159,0.3000855,0.5201533333333335,1.4295893333333334,4.262463333333334,1.4707806666666667,5.566403333333334,359.5035,340.9439727272727,317.7545454545454,291.02489999999995,270.72188181818177,251.13589090909088,DAC,CO,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
161,,0.028681143333333336,0.1310683,0.4682186666666667,4.285123333333334,15.444110000000002,,311.55916363636356,257.66899090909084,215.20467272727268,189.54640909090904,178.72279090909086,TEW,CO,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
163,,0.057754033333333336,0.1177363,0.2136189,1.9584766666666669,4.619963333333334,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,179.59120909090908,BECCS,CT,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
165,0.027780243333333336,0.043437166666666666,0.09105763333333333,0.1552155,0.19036233333333333,0.6127256666666667,432.62364545454534,413.117509090909,391.047709090909,376.9101272727272,351.82415454545446,352.1618727272727,DAC,CT,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
167,,,0.05068396666666667,0.11511280000000002,0.9053036666666667,3.1789743333333336,,,233.1037363636363,217.53875454545448,209.21225454545453,203.42446363636358,OEW,CT,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
169,,,0.040742900000000006,0.10942690000000001,0.41431500000000004,0.487388,,,232.73108181818176,205.38422727272723,271.48216363636357,380.07935454545446,TEW,CT,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
171,,0.020501946666666666,0.04204823333333334,0.0769538,0.6228676666666667,2.617695666666667,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,DE,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
173,0.017106173333333332,0.02750553666666667,0.06405519999999999,0.13587053333333335,0.09626063333333333,0.36504966666666666,388.14466363636353,372.21867272727263,348.3637909090908,326.4653454545454,301.4359363636363,285.04745454545446,DAC,DE,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
175,,,,0.0594539,0.42580633333333334,1.5044003333333336,,,,192.92192727272723,183.62885454545452,177.79281818181815,OEW,DE,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
177,,,,0.06054436666666666,0.48753833333333335,1.0059646666666666,,,,178.01075454545452,175.52528181818178,203.31632727272725,TEW,DE,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
179,,0.3879846666666667,0.8053796666666667,1.5087966666666668,6.712420000000001,9.27641,,212.00050909090905,193.72379999999995,177.02421818181816,193.06999090909088,258.3843545454545,BECCS,FL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
181,0.523336,0.7373886666666667,1.809316666666667,4.529176666666667,2.3448223333333336,9.614476666666667,359.7813272727272,351.14871818181814,327.9143727272727,302.7169363636363,274.13899090909086,255.31827272727267,DAC,FL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
183,0.0901934,0.3006875666666667,0.8809166666666667,2.0955916666666665,14.77938,54.9802,203.51263636363632,183.18632727272725,170.82717272727268,158.66199818181815,148.40717727272724,142.77610090909087,OEW,FL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
185,0.012098936666666667,0.04698613333333334,0.19265986666666668,0.610962,6.02756,22.795520000000003,369.05942727272725,315.7215818181818,263.2105636363636,222.1270636363636,200.1204818181818,191.47289999999995,TEW,FL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
187,,0.22055000000000002,0.4624326666666667,0.8730846666666667,5.797440000000001,7.078353333333334,,212.00050909090905,193.72379999999995,177.02421818181816,166.06617818181815,222.72763636363632,BECCS,GA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
189,0.24730786666666668,0.37387533333333334,0.9177886666666666,2.215389,1.1032890000000002,3.9608800000000004,371.7378818181818,357.79827272727266,334.15300909090905,309.78739090909085,288.7107818181818,270.2843454545454,DAC,GA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
191,0.02558251666666667,0.07480953333333334,0.2210871666666667,0.530244,3.2595530000000004,10.524066666666668,257.30798181818176,241.2738545454545,225.09499090909088,209.0375727272727,201.2051727272727,195.1445454545454,OEW,GA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
193,,0.02660617666666667,0.10985370000000001,0.3477521666666667,2.992480333333334,8.65777,,316.12917272727265,263.8227818181818,223.3515,207.0212454545454,208.26398181818178,TEW,GA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
195,,0.0604384,0.13418936666666667,0.2660636,1.9933210000000003,6.277406666666668,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,160.86448636363633,BECCS,ID,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
197,0.06483656666666666,0.11949263333333333,0.32576940000000004,0.8986193333333333,0.3881166666666667,1.4844463333333335,373.2185181818181,348.9111272727272,324.1412454545454,297.98721818181815,279.09496363636356,260.13449999999995,DAC,ID,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
199,,,0.056997233333333334,0.20591193333333335,2.288495,8.445763333333334,,,217.36407272727268,178.99063636363633,154.48593818181814,145.71607909090906,TEW,ID,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
201,,0.38021133333333335,0.787083,1.4535326666666668,6.653020000000001,8.965953333333335,,212.00050909090905,193.72379999999995,177.02421818181816,190.26509999999996,253.12060909090906,BECCS,IL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
203,0.35167403333333336,0.554048,1.3095023333333333,2.9343453333333334,1.7249796666666668,6.601723333333334,384.4280999999999,366.9948545454545,343.4893363636363,320.06699999999995,298.3814999999999,280.3110818181818,DAC,IL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
205,0.0537812,0.16304493333333334,0.47122533333333333,1.093048,7.112196666666667,24.75894666666667,240.81968181818178,223.1335636363636,208.83460909090905,194.6670818181818,186.07939090909088,180.41803636363633,OEW,IL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
207,0.011116196666666668,0.04499696666666667,0.18588533333333335,0.5897393333333334,5.849726666666667,20.169966666666667,378.1046181818181,318.1538181818181,264.33850909090904,221.98066363636357,198.60324545454543,193.17812727272724,TEW,IL,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
209,,0.41187666666666667,0.9130476666666668,1.798525666666667,7.071496666666667,9.674536666666668,,212.00050909090905,193.72379999999995,177.02421818181816,196.70170909090905,256.9153636363636,BECCS,IN,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
211,0.454927,0.6961973333333334,1.7852046666666668,4.553046666666667,2.2633233333333336,8.50245,372.24529090909084,357.9696272727272,334.9249363636363,309.88887272727266,287.5612090909091,268.2164454545454,DAC,IN,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
213,0.013487540000000001,0.05560060000000001,0.24613453333333332,0.8215606666666667,6.8892266666666675,19.42394666666667,363.2466818181818,304.49869090909084,252.93428181818177,213.37966363636357,198.42190909090905,203.65238181818177,TEW,IN,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
