,Benefits | 2.0%,Costs | 2.0%,Benefits/Costs | 2.0%,Benefits-Costs | 2.0%,Benefits | 12.0%,Costs | 12.0%,Benefits/Costs | 12.0%,Benefits-Costs | 12.0%,Benefits | 20.0%,Costs | 20.0%,Benefits/Costs | 20.0%,Benefits-Costs | 20.0%,Units
0,-94864.73147030827,121535.56651790962,-0.7805511932700695,-216400.2979882179,-24012.401486855233,48730.788212699495,-0.4927562710877202,-72743.18969955473,-9686.110814346408,27914.54532734263,-0.3469915307865949,-37600.65614168903,Million $USD or unitless
