region_id,year,capacity_data_status,reporting_cycle,facility_row_count,unique_facility_count,unique_jurisdiction_count,total_permitted_capacity_ton_per_year,total_available_capacity_ton_per_year,total_used_capacity_ton_per_year,total_organic_waste_recycling_capacity_needed_ton_per_year,total_edible_food_recovery_capacity_available_ton_per_year,total_edible_food_recovery_capacity_needed_ton_per_year,source_organization,source_url,download_or_publication_date,raw_file_name,facility_inventory_data_status,organics_facility_count,food_waste_facility_count,composting_facility_count,anaerobic_digestion_facility_count,transfer_processing_facility_count,facility_inventory_reference_file,notes
us_ca,2024,manual_export_processed,2025-2034,58,58,58,35777678.04,35271786.74,15168149.17,505891.3,15707840.85,20215.71,California Department of Resources Recycling and Recovery,https://www2.calrecycle.ca.gov/LGCentral/datatools/reports/capacityplanning,2026-04-03T23:35:43+00:00,calrecycle_capacity_planning_manual_export.xlsx,official_reference_connected,1314,122,370,21,783,data/processed/scenario_inputs/california_organics_facility_summary.csv,Structured from a manually exported official CalRecycle county-level capacity-planning file. Each row summarizes one county for one reporting cycle. Facility-inventory counts are connected separately from official SWIS site/activity/waste exports.
