region_id,region_name,country,energy_carrier,market_segment,price_case,analysis_year,price_value,price_unit,source_organization,source_url,landing_page_url,raw_file_name,notes
us_ca,California,United States,electricity,all_retail,baseline,2024,27.04,cents_per_kWh,U.S. Energy Information Administration,https://www.eia.gov/electricity/state/california/,https://www.eia.gov/electricity/state/california/,eia_california_electricity_profile_2024.html,Parsed from the official California electricity profile summary page average retail price row.
us_ca,California,United States,natural_gas,industrial,baseline,2024,11.48,USD_per_thousand_cubic_feet,U.S. Energy Information Administration,https://www.eia.gov/dnav/ng/hist/n3035ca3A.htm,https://www.eia.gov/dnav/ng/hist/n3035ca3A.htm,eia_california_natural_gas_industrial_price_history.xls,Parsed from the official EIA annual California industrial natural gas price history table.
