,Unnamed: 0,region,GCAM_region_ID,GCAM_commodity,GCAM_subsector,GLU,Irr_Rfd,kg_bio_ha,kg_P_ha,cat,Version
677,678,Africa_Southern,4,Fruits,FruitsTree,GLU198,rfd,835.723551728991,38.55,GLU198_FruitsTree_Africa_Southern,Lower CI
677,678,Africa_Southern,4,Fruits,FruitsTree,GLU198,rfd,2703.44958999429,38.55,GLU198_FruitsTree_Africa_Southern,Median
677,678,Africa_Southern,4,Fruits,FruitsTree,GLU198,rfd,4871.610466498376,38.55,GLU198_FruitsTree_Africa_Southern,Upper CI
678,679,Africa_Southern,4,Fruits,FruitsTree,GLU199,rfd,835.723551728991,38.55,GLU199_FruitsTree_Africa_Southern,Lower CI
678,679,Africa_Southern,4,Fruits,FruitsTree,GLU199,rfd,2703.44958999429,38.55,GLU199_FruitsTree_Africa_Southern,Median
678,679,Africa_Southern,4,Fruits,FruitsTree,GLU199,rfd,4871.610466498376,38.55,GLU199_FruitsTree_Africa_Southern,Upper CI
679,680,Africa_Southern,4,Legumes,Legumes,GLU087,rfd,652.0203371897767,26.18,GLU087_Legumes_Africa_Southern,Lower CI
679,680,Africa_Southern,4,Legumes,Legumes,GLU087,rfd,1835.96135579898,26.18,GLU087_Legumes_Africa_Southern,Median
679,680,Africa_Southern,4,Legumes,Legumes,GLU087,rfd,3263.4249823562495,27.2536695981896,GLU087_Legumes_Africa_Southern,Upper CI
680,681,Africa_Southern,4,Legumes,Legumes,GLU162,rfd,567.5549308499403,26.18,GLU162_Legumes_Africa_Southern,Lower CI
680,681,Africa_Southern,4,Legumes,Legumes,GLU162,rfd,1835.96135579898,26.18,GLU162_Legumes_Africa_Southern,Median
680,681,Africa_Southern,4,Legumes,Legumes,GLU162,rfd,3308.3984957957796,26.18,GLU162_Legumes_Africa_Southern,Upper CI
681,682,Africa_Southern,4,Legumes,Legumes,GLU171,rfd,567.5549308499403,26.18,GLU171_Legumes_Africa_Southern,Lower CI
681,682,Africa_Southern,4,Legumes,Legumes,GLU171,rfd,1835.96135579898,26.18,GLU171_Legumes_Africa_Southern,Median
681,682,Africa_Southern,4,Legumes,Legumes,GLU171,rfd,3308.3984957957796,26.18,GLU171_Legumes_Africa_Southern,Upper CI
682,683,Africa_Southern,4,Legumes,Legumes,GLU179,rfd,834.5737612959877,26.18,GLU179_Legumes_Africa_Southern,Lower CI
682,683,Africa_Southern,4,Legumes,Legumes,GLU179,rfd,1835.96135579898,26.18,GLU179_Legumes_Africa_Southern,Median
682,683,Africa_Southern,4,Legumes,Legumes,GLU179,rfd,3170.765193594206,29.6976158426359,GLU179_Legumes_Africa_Southern,Upper CI
683,684,Africa_Southern,4,Legumes,Legumes,GLU182,rfd,567.5549308499403,26.18,GLU182_Legumes_Africa_Southern,Lower CI
683,684,Africa_Southern,4,Legumes,Legumes,GLU182,rfd,1835.96135579898,26.18,GLU182_Legumes_Africa_Southern,Median
683,684,Africa_Southern,4,Legumes,Legumes,GLU182,rfd,3308.3984957957796,26.18,GLU182_Legumes_Africa_Southern,Upper CI
684,685,Africa_Southern,4,Legumes,Legumes,GLU183,rfd,658.2900432413717,26.18,GLU183_Legumes_Africa_Southern,Lower CI
684,685,Africa_Southern,4,Legumes,Legumes,GLU183,rfd,1835.96135579898,26.18,GLU183_Legumes_Africa_Southern,Median
684,685,Africa_Southern,4,Legumes,Legumes,GLU183,rfd,3260.130795510822,27.3345653030006,GLU183_Legumes_Africa_Southern,Upper CI
685,686,Africa_Southern,4,Legumes,Legumes,GLU188,rfd,567.5549308499403,26.18,GLU188_Legumes_Africa_Southern,Lower CI
685,686,Africa_Southern,4,Legumes,Legumes,GLU188,rfd,1835.96135579898,26.18,GLU188_Legumes_Africa_Southern,Median
685,686,Africa_Southern,4,Legumes,Legumes,GLU188,rfd,3308.3984957957796,26.18,GLU188_Legumes_Africa_Southern,Upper CI
686,687,Africa_Southern,4,Legumes,Legumes,GLU190,rfd,567.5549308499403,26.18,GLU190_Legumes_Africa_Southern,Lower CI
686,687,Africa_Southern,4,Legumes,Legumes,GLU190,rfd,1835.96135579898,26.18,GLU190_Legumes_Africa_Southern,Median
686,687,Africa_Southern,4,Legumes,Legumes,GLU190,rfd,3308.3984957957796,26.18,GLU190_Legumes_Africa_Southern,Upper CI
687,688,Africa_Southern,4,Legumes,Legumes,GLU194,rfd,567.5549308499403,26.18,GLU194_Legumes_Africa_Southern,Lower CI
687,688,Africa_Southern,4,Legumes,Legumes,GLU194,rfd,1835.96135579898,26.18,GLU194_Legumes_Africa_Southern,Median
687,688,Africa_Southern,4,Legumes,Legumes,GLU194,rfd,3308.3984957957796,26.18,GLU194_Legumes_Africa_Southern,Upper CI
688,689,Africa_Southern,4,Legumes,Legumes,GLU196,rfd,758.9885260961801,26.18,GLU196_Legumes_Africa_Southern,Lower CI
688,689,Africa_Southern,4,Legumes,Legumes,GLU196,rfd,1835.96135579898,26.18,GLU196_Legumes_Africa_Southern,Median
688,689,Africa_Southern,4,Legumes,Legumes,GLU196,rfd,3208.2244474762465,28.6610814039001,GLU196_Legumes_Africa_Southern,Upper CI
689,690,Africa_Southern,4,Legumes,Legumes,GLU197,rfd,567.5549308499403,26.18,GLU197_Legumes_Africa_Southern,Lower CI
689,690,Africa_Southern,4,Legumes,Legumes,GLU197,rfd,1835.96135579898,26.18,GLU197_Legumes_Africa_Southern,Median
689,690,Africa_Southern,4,Legumes,Legumes,GLU197,rfd,3308.3984957957796,26.18,GLU197_Legumes_Africa_Southern,Upper CI
690,691,Africa_Southern,4,Legumes,Legumes,GLU198,rfd,567.5549308499403,26.18,GLU198_Legumes_Africa_Southern,Lower CI
690,691,Africa_Southern,4,Legumes,Legumes,GLU198,rfd,1835.96135579898,26.18,GLU198_Legumes_Africa_Southern,Median
690,691,Africa_Southern,4,Legumes,Legumes,GLU198,rfd,3308.3984957957796,26.18,GLU198_Legumes_Africa_Southern,Upper CI
691,692,Africa_Southern,4,Legumes,Legumes,GLU199,rfd,567.5549308499403,26.18,GLU199_Legumes_Africa_Southern,Lower CI
691,692,Africa_Southern,4,Legumes,Legumes,GLU199,rfd,1835.96135579898,26.18,GLU199_Legumes_Africa_Southern,Median
691,692,Africa_Southern,4,Legumes,Legumes,GLU199,rfd,3308.3984957957796,26.18,GLU199_Legumes_Africa_Southern,Upper CI
692,693,Africa_Southern,4,MiscCrop,MiscCrop,GLU087,rfd,744.9971428058866,34.365,GLU087_MiscCrop_Africa_Southern,Lower CI
692,693,Africa_Southern,4,MiscCrop,MiscCrop,GLU087,rfd,2409.96226096378,34.365,GLU087_MiscCrop_Africa_Southern,Median
692,693,Africa_Southern,4,MiscCrop,MiscCrop,GLU087,rfd,4342.746917800687,34.365,GLU087_MiscCrop_Africa_Southern,Upper CI
693,694,Africa_Southern,4,MiscCrop,MiscCrop,GLU162,rfd,744.9971428058866,34.365,GLU162_MiscCrop_Africa_Southern,Lower CI
693,694,Africa_Southern,4,MiscCrop,MiscCrop,GLU162,rfd,2409.96226096378,34.365,GLU162_MiscCrop_Africa_Southern,Median
693,694,Africa_Southern,4,MiscCrop,MiscCrop,GLU162,rfd,4342.746917800687,34.365,GLU162_MiscCrop_Africa_Southern,Upper CI
694,695,Africa_Southern,4,MiscCrop,MiscCrop,GLU171,rfd,744.9971428058866,34.365,GLU171_MiscCrop_Africa_Southern,Lower CI
694,695,Africa_Southern,4,MiscCrop,MiscCrop,GLU171,rfd,2409.96226096378,34.365,GLU171_MiscCrop_Africa_Southern,Median
694,695,Africa_Southern,4,MiscCrop,MiscCrop,GLU171,rfd,4342.746917800687,34.365,GLU171_MiscCrop_Africa_Southern,Upper CI
695,696,Africa_Southern,4,MiscCrop,MiscCrop,GLU179,rfd,744.9971428058866,34.365,GLU179_MiscCrop_Africa_Southern,Lower CI
695,696,Africa_Southern,4,MiscCrop,MiscCrop,GLU179,rfd,2409.96226096378,34.365,GLU179_MiscCrop_Africa_Southern,Median
695,696,Africa_Southern,4,MiscCrop,MiscCrop,GLU179,rfd,4342.746917800687,34.365,GLU179_MiscCrop_Africa_Southern,Upper CI
696,697,Africa_Southern,4,MiscCrop,MiscCrop,GLU182,rfd,744.9971428058866,34.365,GLU182_MiscCrop_Africa_Southern,Lower CI
696,697,Africa_Southern,4,MiscCrop,MiscCrop,GLU182,rfd,2409.96226096378,34.365,GLU182_MiscCrop_Africa_Southern,Median
696,697,Africa_Southern,4,MiscCrop,MiscCrop,GLU182,rfd,4342.746917800687,34.365,GLU182_MiscCrop_Africa_Southern,Upper CI
697,698,Africa_Southern,4,MiscCrop,MiscCrop,GLU183,rfd,744.9971428058866,34.365,GLU183_MiscCrop_Africa_Southern,Lower CI
697,698,Africa_Southern,4,MiscCrop,MiscCrop,GLU183,rfd,2409.96226096378,34.365,GLU183_MiscCrop_Africa_Southern,Median
697,698,Africa_Southern,4,MiscCrop,MiscCrop,GLU183,rfd,4342.746917800687,34.365,GLU183_MiscCrop_Africa_Southern,Upper CI
698,699,Africa_Southern,4,MiscCrop,MiscCrop,GLU188,rfd,744.9971428058866,34.365,GLU188_MiscCrop_Africa_Southern,Lower CI
698,699,Africa_Southern,4,MiscCrop,MiscCrop,GLU188,rfd,2409.96226096378,34.365,GLU188_MiscCrop_Africa_Southern,Median
698,699,Africa_Southern,4,MiscCrop,MiscCrop,GLU188,rfd,4342.746917800687,34.365,GLU188_MiscCrop_Africa_Southern,Upper CI
699,700,Africa_Southern,4,MiscCrop,MiscCrop,GLU190,rfd,744.9971428058866,34.365,GLU190_MiscCrop_Africa_Southern,Lower CI
699,700,Africa_Southern,4,MiscCrop,MiscCrop,GLU190,rfd,2409.96226096378,34.365,GLU190_MiscCrop_Africa_Southern,Median
699,700,Africa_Southern,4,MiscCrop,MiscCrop,GLU190,rfd,4342.746917800687,34.365,GLU190_MiscCrop_Africa_Southern,Upper CI
700,701,Africa_Southern,4,MiscCrop,MiscCrop,GLU197,rfd,744.9971428058866,34.365,GLU197_MiscCrop_Africa_Southern,Lower CI
700,701,Africa_Southern,4,MiscCrop,MiscCrop,GLU197,rfd,2409.96226096378,34.365,GLU197_MiscCrop_Africa_Southern,Median
700,701,Africa_Southern,4,MiscCrop,MiscCrop,GLU197,rfd,4342.746917800687,34.365,GLU197_MiscCrop_Africa_Southern,Upper CI
701,702,Africa_Southern,4,MiscCrop,MiscCrop,GLU198,rfd,744.9971428058866,34.365,GLU198_MiscCrop_Africa_Southern,Lower CI
701,702,Africa_Southern,4,MiscCrop,MiscCrop,GLU198,rfd,2409.96226096378,34.365,GLU198_MiscCrop_Africa_Southern,Median
701,702,Africa_Southern,4,MiscCrop,MiscCrop,GLU198,rfd,4342.746917800687,34.365,GLU198_MiscCrop_Africa_Southern,Upper CI
702,703,Africa_Southern,4,MiscCrop,MiscCrop,GLU199,rfd,744.9971428058866,34.365,GLU199_MiscCrop_Africa_Southern,Lower CI
702,703,Africa_Southern,4,MiscCrop,MiscCrop,GLU199,rfd,2409.96226096378,34.365,GLU199_MiscCrop_Africa_Southern,Median
702,703,Africa_Southern,4,MiscCrop,MiscCrop,GLU199,rfd,4342.746917800687,34.365,GLU199_MiscCrop_Africa_Southern,Upper CI
703,704,Africa_Southern,4,MiscCrop,MiscCropTree,GLU087,rfd,1018.1867546547344,34.365,GLU087_MiscCropTree_Africa_Southern,Lower CI
703,704,Africa_Southern,4,MiscCrop,MiscCropTree,GLU087,rfd,2409.96226096378,34.365,GLU087_MiscCropTree_Africa_Southern,Median
703,704,Africa_Southern,4,MiscCrop,MiscCropTree,GLU087,rfd,4200.233738711212,37.9177117782832,GLU087_MiscCropTree_Africa_Southern,Upper CI
704,705,Africa_Southern,4,MiscCrop,MiscCropTree,GLU171,rfd,977.8135957594864,34.365,GLU171_MiscCropTree_Africa_Southern,Lower CI
704,705,Africa_Southern,4,MiscCrop,MiscCropTree,GLU171,rfd,2409.96226096378,34.365,GLU171_MiscCropTree_Africa_Southern,Median
704,705,Africa_Southern,4,MiscCrop,MiscCropTree,GLU171,rfd,4220.610252078826,37.3740612011129,GLU171_MiscCropTree_Africa_Southern,Upper CI
705,706,Africa_Southern,4,MiscCrop,MiscCropTree,GLU179,rfd,1001.8247782671372,34.365,GLU179_MiscCropTree_Africa_Southern,Lower CI
705,706,Africa_Southern,4,MiscCrop,MiscCropTree,GLU179,rfd,2409.96226096378,34.365,GLU179_MiscCropTree_Africa_Southern,Median
705,706,Africa_Southern,4,MiscCrop,MiscCropTree,GLU179,rfd,4208.457105905517,37.6964466876367,GLU179_MiscCropTree_Africa_Southern,Upper CI
706,707,Africa_Southern,4,MiscCrop,MiscCropTree,GLU183,rfd,892.5766185164462,34.365,GLU183_MiscCropTree_Africa_Southern,Lower CI
706,707,Africa_Southern,4,MiscCrop,MiscCropTree,GLU183,rfd,2409.96226096378,34.365,GLU183_MiscCropTree_Africa_Southern,Median
706,707,Africa_Southern,4,MiscCrop,MiscCropTree,GLU183,rfd,4264.495031908687,36.2498153389825,GLU183_MiscCropTree_Africa_Southern,Upper CI
707,708,Africa_Southern,4,MiscCrop,MiscCropTree,GLU188,rfd,744.9971428058866,34.365,GLU188_MiscCropTree_Africa_Southern,Lower CI
707,708,Africa_Southern,4,MiscCrop,MiscCropTree,GLU188,rfd,2409.96226096378,34.365,GLU188_MiscCropTree_Africa_Southern,Median
707,708,Africa_Southern,4,MiscCrop,MiscCropTree,GLU188,rfd,4342.746917800687,34.365,GLU188_MiscCropTree_Africa_Southern,Upper CI
708,709,Africa_Southern,4,MiscCrop,MiscCropTree,GLU190,rfd,744.9971428058866,34.365,GLU190_MiscCropTree_Africa_Southern,Lower CI
708,709,Africa_Southern,4,MiscCrop,MiscCropTree,GLU190,rfd,2409.96226096378,34.365,GLU190_MiscCropTree_Africa_Southern,Median
708,709,Africa_Southern,4,MiscCrop,MiscCropTree,GLU190,rfd,4342.746917800687,34.365,GLU190_MiscCropTree_Africa_Southern,Upper CI
709,710,Africa_Southern,4,MiscCrop,MiscCropTree,GLU197,rfd,744.9971428058866,34.365,GLU197_MiscCropTree_Africa_Southern,Lower CI
709,710,Africa_Southern,4,MiscCrop,MiscCropTree,GLU197,rfd,2409.96226096378,34.365,GLU197_MiscCropTree_Africa_Southern,Median
709,710,Africa_Southern,4,MiscCrop,MiscCropTree,GLU197,rfd,4342.746917800687,34.365,GLU197_MiscCropTree_Africa_Southern,Upper CI
710,711,Africa_Southern,4,MiscCrop,MiscCropTree,GLU198,rfd,744.9971428058866,34.365,GLU198_MiscCropTree_Africa_Southern,Lower CI
710,711,Africa_Southern,4,MiscCrop,MiscCropTree,GLU198,rfd,2409.96226096378,34.365,GLU198_MiscCropTree_Africa_Southern,Median
710,711,Africa_Southern,4,MiscCrop,MiscCropTree,GLU198,rfd,4342.746917800687,34.365,GLU198_MiscCropTree_Africa_Southern,Upper CI
711,712,Africa_Southern,4,MiscCrop,MiscCropTree,GLU199,rfd,744.9971428058866,34.365,GLU199_MiscCropTree_Africa_Southern,Lower CI
711,712,Africa_Southern,4,MiscCrop,MiscCropTree,GLU199,rfd,2409.96226096378,34.365,GLU199_MiscCropTree_Africa_Southern,Median
711,712,Africa_Southern,4,MiscCrop,MiscCropTree,GLU199,rfd,4342.746917800687,34.365,GLU199_MiscCropTree_Africa_Southern,Upper CI
712,713,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU087,rfd,740.9428141218447,21.9176360642422,GLU087_NutsSeeds_Africa_Southern,Lower CI
712,713,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU087,rfd,1697.26875062569,24.2023045588798,GLU087_NutsSeeds_Africa_Southern,Median
712,713,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU087,rfd,2694.8153875349494,24.2023045588798,GLU087_NutsSeeds_Africa_Southern,Upper CI
713,714,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU162,rfd,496.57657205273165,18.07,GLU162_NutsSeeds_Africa_Southern,Lower CI
713,714,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU162,rfd,1329.55012836025,18.9587990240261,GLU162_NutsSeeds_Africa_Southern,Median
713,714,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU162,rfd,2252.9353015997417,18.9587990240261,GLU162_NutsSeeds_Africa_Southern,Upper CI
714,715,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU171,rfd,960.1912576037809,21.264597443567,GLU171_NutsSeeds_Africa_Southern,Lower CI
714,715,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU171,rfd,1802.96215156083,25.7094458871774,GLU171_NutsSeeds_Africa_Southern,Median
714,715,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU171,rfd,2559.3338627612193,25.7094458871774,GLU171_NutsSeeds_Africa_Southern,Upper CI
715,716,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU179,rfd,740.5695843614567,21.9065956520797,GLU179_NutsSeeds_Africa_Southern,Lower CI
715,716,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU179,rfd,1696.41379772373,24.1901133071942,GLU179_NutsSeeds_Africa_Southern,Median
715,716,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU179,rfd,2693.45794768637,24.1901133071942,GLU179_NutsSeeds_Africa_Southern,Upper CI
716,717,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU182,rfd,499.664092164919,18.07,GLU182_NutsSeeds_Africa_Southern,Lower CI
716,717,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU182,rfd,1331.40727389552,18.9852811010916,GLU182_NutsSeeds_Africa_Southern,Median
716,717,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU182,rfd,2252.059946653634,18.9852811010916,GLU182_NutsSeeds_Africa_Southern,Upper CI
717,718,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU183,rfd,671.8276562061982,19.8731586108596,GLU183_NutsSeeds_Africa_Southern,Lower CI
717,718,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU183,rfd,1538.94749358802,21.9447131906549,GLU183_NutsSeeds_Africa_Southern,Median
717,718,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU183,rfd,2443.4429637619155,21.9447131906549,GLU183_NutsSeeds_Africa_Southern,Upper CI
718,719,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU188,rfd,391.73864020085114,18.07,GLU188_NutsSeeds_Africa_Southern,Lower CI
718,719,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU188,rfd,1267.22008018669,18.07,GLU188_NutsSeeds_Africa_Southern,Median
718,719,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU188,rfd,2283.527915165393,18.07,GLU188_NutsSeeds_Africa_Southern,Upper CI
719,720,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU190,rfd,391.73864020085114,18.07,GLU190_NutsSeeds_Africa_Southern,Lower CI
719,720,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU190,rfd,1267.22008018669,18.07,GLU190_NutsSeeds_Africa_Southern,Median
719,720,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU190,rfd,2283.527915165393,18.07,GLU190_NutsSeeds_Africa_Southern,Upper CI
720,721,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU194,rfd,391.73864020085114,18.07,GLU194_NutsSeeds_Africa_Southern,Lower CI
720,721,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU194,rfd,1267.22008018669,18.07,GLU194_NutsSeeds_Africa_Southern,Median
720,721,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU194,rfd,2283.527915165393,18.07,GLU194_NutsSeeds_Africa_Southern,Upper CI
721,722,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU196,rfd,1729.4998471777067,51.159883733442,GLU196_NutsSeeds_Africa_Southern,Lower CI
721,722,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU196,rfd,3961.74440034974,56.4927295847247,GLU196_NutsSeeds_Africa_Southern,Median
721,722,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU196,rfd,6290.2058189707,56.4927295847247,GLU196_NutsSeeds_Africa_Southern,Upper CI
722,723,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU197,rfd,391.73864020085114,18.07,GLU197_NutsSeeds_Africa_Southern,Lower CI
722,723,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU197,rfd,1267.22008018669,18.07,GLU197_NutsSeeds_Africa_Southern,Median
722,723,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU197,rfd,2283.527915165393,18.07,GLU197_NutsSeeds_Africa_Southern,Upper CI
723,724,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU198,rfd,391.73864020085114,18.07,GLU198_NutsSeeds_Africa_Southern,Lower CI
723,724,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU198,rfd,1267.22008018669,18.07,GLU198_NutsSeeds_Africa_Southern,Median
723,724,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU198,rfd,2283.527915165393,18.07,GLU198_NutsSeeds_Africa_Southern,Upper CI
724,725,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU199,rfd,391.73864020085114,18.07,GLU199_NutsSeeds_Africa_Southern,Lower CI
724,725,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU199,rfd,1267.22008018669,18.07,GLU199_NutsSeeds_Africa_Southern,Median
724,725,Africa_Southern,4,NutsSeeds,NutsSeeds,GLU199,rfd,2283.527915165393,18.07,GLU199_NutsSeeds_Africa_Southern,Upper CI
725,726,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU087,rfd,796.4787257624218,18.07,GLU087_NutsSeedsTree_Africa_Southern,Lower CI
725,726,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU087,rfd,1368.65520504522,19.5164201876627,GLU087_NutsSeedsTree_Africa_Southern,Median
725,726,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU087,rfd,2108.9658181199184,22.4893855782836,GLU087_NutsSeedsTree_Africa_Southern,Upper CI
726,727,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU162,rfd,1711.5663447804038,25.849004266955,GLU162_NutsSeedsTree_Africa_Southern,Lower CI
726,727,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU162,rfd,2262.24522593907,32.258620165407,GLU162_NutsSeedsTree_Africa_Southern,Median
726,727,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU162,rfd,2831.554405013677,37.1726238801643,GLU162_NutsSeedsTree_Africa_Southern,Upper CI
727,728,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU171,rfd,631.5478905497932,18.07,GLU171_NutsSeedsTree_Africa_Southern,Lower CI
727,728,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU171,rfd,1283.85501910933,18.3072068996001,GLU171_NutsSeedsTree_Africa_Southern,Median
727,728,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU171,rfd,2166.1103913390725,21.0959710268375,GLU171_NutsSeedsTree_Africa_Southern,Upper CI
728,729,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU179,rfd,796.4304439930487,18.07,GLU179_NutsSeedsTree_Africa_Southern,Lower CI
728,729,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU179,rfd,1368.63024120038,19.5160642142345,GLU179_NutsSeedsTree_Africa_Southern,Median
728,729,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU179,rfd,2108.9823693041444,22.4889753788921,GLU179_NutsSeedsTree_Africa_Southern,Upper CI
729,730,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU182,rfd,1711.5663447804038,25.849004266955,GLU182_NutsSeedsTree_Africa_Southern,Lower CI
729,730,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU182,rfd,2262.24522593907,32.258620165407,GLU182_NutsSeedsTree_Africa_Southern,Median
729,730,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU182,rfd,2831.554405013677,37.1726238801643,GLU182_NutsSeedsTree_Africa_Southern,Upper CI
730,731,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU183,rfd,824.7294759614248,18.07,GLU183_NutsSeedsTree_Africa_Southern,Lower CI
730,731,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU183,rfd,1383.27919751905,19.7249518769359,GLU183_NutsSeedsTree_Africa_Southern,Median
730,731,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU183,rfd,2099.303063534115,22.729683210752,GLU183_NutsSeedsTree_Africa_Southern,Upper CI
731,732,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU188,rfd,559.203482505577,18.07,GLU188_NutsSeedsTree_Africa_Southern,Lower CI
731,732,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU188,rfd,1267.22008018669,18.07,GLU188_NutsSeedsTree_Africa_Southern,Median
731,732,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU188,rfd,2196.76075343687,20.263935005795,GLU188_NutsSeedsTree_Africa_Southern,Upper CI
732,733,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU190,rfd,448.30482331403505,18.07,GLU190_NutsSeedsTree_Africa_Southern,Lower CI
732,733,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU190,rfd,1267.22008018669,18.07,GLU190_NutsSeedsTree_Africa_Southern,Median
732,733,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU190,rfd,2253.3983855653714,18.7887356459871,GLU190_NutsSeedsTree_Africa_Southern,Upper CI
733,734,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU197,rfd,1428.477951951329,21.573649650127,GLU197_NutsSeedsTree_Africa_Southern,Lower CI
733,734,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU197,rfd,1888.07605210052,26.9231326072659,GLU197_NutsSeedsTree_Africa_Southern,Median
733,734,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU197,rfd,2363.223049838384,31.0243735458626,GLU197_NutsSeedsTree_Africa_Southern,Upper CI
734,735,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU198,rfd,719.2438504090819,25.6727918321259,GLU198_NutsSeedsTree_Africa_Southern,Lower CI
734,735,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU198,rfd,1897.21588248153,27.0534625614445,GLU198_NutsSeedsTree_Africa_Southern,Median
734,735,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU198,rfd,3196.950861173478,27.0534625614445,GLU198_NutsSeedsTree_Africa_Southern,Upper CI
735,736,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU199,rfd,440.69899368425024,18.07,GLU199_NutsSeedsTree_Africa_Southern,Lower CI
735,736,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU199,rfd,1267.22008018669,18.07,GLU199_NutsSeedsTree_Africa_Southern,Median
735,736,Africa_Southern,4,NutsSeeds,NutsSeedsTree,GLU199,rfd,2257.40859241465,18.6909811302507,GLU199_NutsSeedsTree_Africa_Southern,Upper CI
736,737,Africa_Southern,4,OilCrop,OilCrop,GLU087,rfd,615.031833010424,28.37,GLU087_OilCrop_Africa_Southern,Lower CI
736,737,Africa_Southern,4,OilCrop,OilCrop,GLU087,rfd,1989.54253873251,28.37,GLU087_OilCrop_Africa_Southern,Median
736,737,Africa_Southern,4,OilCrop,OilCrop,GLU087,rfd,3585.151463931483,28.37,GLU087_OilCrop_Africa_Southern,Upper CI
737,738,Africa_Southern,4,OilCrop,OilCrop,GLU162,rfd,615.031833010424,28.37,GLU162_OilCrop_Africa_Southern,Lower CI
737,738,Africa_Southern,4,OilCrop,OilCrop,GLU162,rfd,1989.54253873251,28.37,GLU162_OilCrop_Africa_Southern,Median
737,738,Africa_Southern,4,OilCrop,OilCrop,GLU162,rfd,3585.151463931483,28.37,GLU162_OilCrop_Africa_Southern,Upper CI
