,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,SSP,Version,Units
0,4479.7696376,5115.3899686,5669.1209907,6380.2591388,6888.6546568,,,,-0.020389936236212047,-0.20464280704917626,0.021776391972318863,0.0609070980211851,0.09905233487371942,SSP1,Lower CI,%
1,4479.7696376,5115.3899686,5669.1209907,6380.2591388,6888.6546568,,,,-0.004704525515097548,0.04879100904451475,0.05412972231746997,0.06993749892653882,0.10629226043162185,SSP1,Median,%
2,4479.7696376,5115.3899686,5669.1209907,6380.2591388,6888.6546568,,,,-0.0008797317918542939,0.7344408294113179,0.1303297242634499,0.08983493912254034,0.1258194326255789,SSP1,Upper CI,%
