,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,SSP,Version,Units
0,93.61688844,110.78609933,122.3596649,130.8722717,143.369419031,,,,-2.759981771530734,-3.681576199494168,-3.135076595477437,-2.9592861426799866,-2.8927620417002737,SSP1,Lower CI,%
1,93.61688844,110.78609933,122.3596649,130.8722717,143.369419031,,,,-2.5317567792448092,-2.9729159010118367,-2.920002181901804,-2.7709377803504944,-2.6922182894587614,SSP1,Median,%
2,93.61688844,110.78609933,122.3596649,130.8722717,143.369419031,,,,-1.6199678334334022,-1.2161573354554878,-2.2760799274695813,-2.2791422810311364,-2.307646452858103,SSP1,Upper CI,%
