,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,SSP,Version,GCAM,input,cat
148,90.04428,132.95054,151.85102,166.79462,179.3016,,,,0.04006063452400177,0.007174809633999857,0.0015064061800007522,0.005710225339999653,0.006681933334000689,SSP1,Median,Southern Africa,Staples,Southern AfricaStaples
149,90.04428,132.95054,151.85102,166.79462,179.3016,,,,0.049128320195338616,0.03800130363794588,0.01902295277499487,0.011535923653074855,0.011501430880000104,SSP1,Upper CI,Southern Africa,Staples,Southern AfricaStaples
168,93.55788,162.34953,226.33704,280.17826,346.76864,,,,-0.5650275377506971,-4.696823723162077,-0.8245900829619149,-0.8363525579387057,-0.9811202337909734,SSP1,Lower CI,Western Africa,Non-Staples,Western AfricaNon-Staples
169,93.55788,162.34953,226.33704,280.17826,346.76864,,,,-0.4431839448600101,-0.53435611946,-0.5987378798799909,-0.7051060474000508,-0.8351647676399807,SSP1,Median,Western Africa,Non-Staples,Western AfricaNon-Staples
170,93.55788,162.34953,226.33704,280.17826,346.76864,,,,-0.11359929023152301,0.8100399775432539,-0.44907101156950413,-0.32778273919468975,-0.5940545866566221,SSP1,Upper CI,Western Africa,Non-Staples,Western AfricaNon-Staples
189,271.37935999999996,422.9282,507.07759999999996,588.3718,638.9058,,,,0.11111330920742896,-1.1597938003870079,-0.08263189343566907,0.011202634590215504,0.017781481868303077,SSP1,Lower CI,Western Africa,Staples,Western AfricaStaples
190,271.37935999999996,422.9282,507.07759999999996,588.3718,638.9058,,,,0.14783580036000643,0.013860581120006543,0.01917665671999913,0.03430400231999897,0.03656768120000464,SSP1,Median,Western Africa,Staples,Western AfricaStaples
191,271.37935999999996,422.9282,507.07759999999996,588.3718,638.9058,,,,0.17606167096591668,0.40030037051407014,0.09140924147375554,0.11573181342311639,0.08565082084217635,SSP1,Upper CI,Western Africa,Staples,Western AfricaStaples
210,27.311495999999998,31.954646,39.896912,45.217942,49.512072,,,,-0.03224036928449903,-0.08367624589088188,-0.06133918542978659,-0.04954315268941147,-0.054386961238114206,SSP1,Lower CI,Australia and New Zealand,Non-Staples,Australia and New ZealandNon-Staples
211,27.311495999999998,31.954646,39.896912,45.217942,49.512072,,,,-0.0192156802700012,-0.03773263307399688,-0.038433865662000244,-0.03867253254200165,-0.04382509820799996,SSP1,Median,Australia and New Zealand,Non-Staples,Australia and New ZealandNon-Staples
