,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,SSP,Version,GCAM,input,cat
819,102.47783,125.74426,121.8724,126.15092,130.48036,,,,0.01181210546110452,-0.031994490821266305,0.0008458228621281297,0.004126251032513354,0.003296605117753248,SSP1,Lower CI,Mexico,Staples,MexicoStaples
820,102.47783,125.74426,121.8724,126.15092,130.48036,,,,0.014699757969999894,9.752806599960806e-05,0.005373967859999329,0.0068768964699996715,0.005921923733999801,SSP1,Median,Mexico,Staples,MexicoStaples
821,102.47783,125.74426,121.8724,126.15092,130.48036,,,,0.024858155149117454,0.019016079540089385,0.011240645218442955,0.011214757612057733,0.009278129445864801,SSP1,Upper CI,Mexico,Staples,MexicoStaples
840,89.3553932,141.153186,194.346812,235.064734,269.085832,,,,-0.25666780988273286,-1.465477756930114,-0.767855566569404,-0.6224329487820757,-0.6147371997623737,SSP1,Lower CI,Middle East,Non-Staples,Middle EastNon-Staples
841,89.3553932,141.153186,194.346812,235.064734,269.085832,,,,-0.18611322558599852,-0.47636309827801426,-0.5958493532040166,-0.5490737699240071,-0.5397550382920144,SSP1,Median,Middle East,Non-Staples,Middle EastNon-Staples
842,89.3553932,141.153186,194.346812,235.064734,269.085832,,,,0.03280143504584812,0.05208132158607448,-0.4799276527008818,-0.3948801444766057,-0.417794269482196,SSP1,Upper CI,Middle East,Non-Staples,Middle EastNon-Staples
861,180.2866,250.65832,242.2884,258.96104,278.60568,,,,0.23561664765592683,-0.13372955218486265,0.0876419384189408,0.1753211455099078,0.17684783275716182,SSP1,Lower CI,Middle East,Staples,Middle EastStaples
862,180.2866,250.65832,242.2884,258.96104,278.60568,,,,0.2671875103300003,0.16468069635599925,0.17404825871399865,0.196848439935998,0.18968022915799843,SSP1,Median,Middle East,Staples,Middle EastStaples
863,180.2866,250.65832,242.2884,258.96104,278.60568,,,,0.30939533571785216,0.32620546776721443,0.22565056928296484,0.21485711455561168,0.2046221472188346,SSP1,Upper CI,Middle East,Staples,Middle EastStaples
882,57.453492,95.26806,119.577602,143.2326734,166.02859377000001,,,,-1.2302306187109895,-1.5039382243318777,-1.5892061340131185,-1.7811318202285096,-2.016675779635639,SSP1,Lower CI,Pakistan,Non-Staples,PakistanNon-Staples
883,57.453492,95.26806,119.577602,143.2326734,166.02859377000001,,,,-1.140775235832841,-1.4014270141041365,-1.5427869618363914,-1.7588429861855204,-1.9925402534583654,SSP1,Median,Pakistan,Non-Staples,PakistanNon-Staples
884,57.453492,95.26806,119.577602,143.2326734,166.02859377000001,,,,-1.1273775542773727,-1.2833633690578483,-1.4911348439160708,-1.709319699044564,-1.9535146660673528,SSP1,Upper CI,Pakistan,Non-Staples,PakistanNon-Staples
903,117.311286,160.54113999999998,171.60908,181.3999,191.30302,,,,-0.3056807431134171,-0.4176375544131884,-0.4760066469418297,-0.5333844000951128,-0.5950455506342762,SSP1,Lower CI,Pakistan,Staples,PakistanStaples
904,117.311286,160.54113999999998,171.60908,181.3999,191.30302,,,,-0.2653413033320007,-0.39721995812200017,-0.4697765793919997,-0.5289372131379997,-0.5914586699999997,SSP1,Median,Pakistan,Staples,PakistanStaples
905,117.311286,160.54113999999998,171.60908,181.3999,191.30302,,,,-0.2557988642110284,-0.3524486928016346,-0.4508630183141702,-0.5160128619062198,-0.5826640159695331,SSP1,Upper CI,Pakistan,Staples,PakistanStaples
924,146.33445,133.462848,166.857938,179.36042,189.42428999999998,,,,-0.08574513765559054,-0.1715314930906911,-0.11865482697294757,-0.09756702388780025,-0.09074656060066444,SSP1,Lower CI,Russia,Non-Staples,RussiaNon-Staples
925,146.33445,133.462848,166.857938,179.36042,189.42428999999998,,,,-0.06144955068199209,-0.09417996272999574,-0.09019472492399672,-0.07533676245599707,-0.07141688943199398,SSP1,Median,Russia,Non-Staples,RussiaNon-Staples
926,146.33445,133.462848,166.857938,179.36042,189.42428999999998,,,,0.0004481051791561247,0.016192725019395643,-0.059648618315049716,-0.0531847478636315,-0.054564978079325005,SSP1,Upper CI,Russia,Non-Staples,RussiaNon-Staples
945,179.4387038,163.883128,159.33344799999998,158.48770000000002,155.80916200000001,,,,0.06623445709127798,0.039101638156428045,0.04300043540205729,0.04764761144248054,0.047290702714612554,SSP1,Lower CI,Russia,Staples,RussiaStaples
946,179.4387038,163.883128,159.33344799999998,158.48770000000002,155.80916200000001,,,,0.07341437852980048,0.05302745654399921,0.048902050853799395,0.050802974609000184,0.04948870550559947,SSP1,Median,Russia,Staples,RussiaStaples
947,179.4387038,163.883128,159.33344799999998,158.48770000000002,155.80916200000001,,,,0.0806804681752559,0.0785765515463005,0.05588940300893299,0.05383850298094798,0.051692699129063185,SSP1,Upper CI,Russia,Staples,RussiaStaples
966,19.459044,29.7515566,40.5882918,48.5003112,54.6326038,,,,-0.10050373109513672,-0.1575506255397846,-0.11126969058304705,-0.10499534205830616,-0.10466459627635862,SSP1,Lower CI,South Africa,Non-Staples,South AfricaNon-Staples
967,19.459044,29.7515566,40.5882918,48.5003112,54.6326038,,,,-0.09513122832960264,-0.1061613761838025,-0.1024537732252,-0.09600034269639934,-0.09705484688459975,SSP1,Median,South Africa,Non-Staples,South AfricaNon-Staples
968,19.459044,29.7515566,40.5882918,48.5003112,54.6326038,,,,-0.0730178628718435,-0.07377201383593486,-0.09043639028525578,-0.08553659236861005,-0.08715758112683834,SSP1,Upper CI,South Africa,Non-Staples,South AfricaNon-Staples
987,50.207570000000004,67.70330799999999,64.57504,65.60422,67.76984,,,,0.004484473726446796,-0.02423374257136376,-0.005369559521714163,0.0007060047967836066,0.0008484368380572865,SSP1,Lower CI,South Africa,Staples,South AfricaStaples
988,50.207570000000004,67.70330799999999,64.57504,65.60422,67.76984,,,,0.00769321969999992,-0.003297646571999824,0.0006797688260002932,0.0027007123359998886,0.002560895158000065,SSP1,Median,South Africa,Staples,South AfricaStaples
989,50.207570000000004,67.70330799999999,64.57504,65.60422,67.76984,,,,0.013148399898886632,0.009480993243834852,0.0051620688502859915,0.005196447197121195,0.004525046071466478,SSP1,Upper CI,South Africa,Staples,South AfricaStaples
1008,15.3765688,21.2573278,30.9336576,31.5854494,34.8600502,,,,-0.029659756558186787,-0.501631984499847,-0.08021142614376692,0.01174510686188186,0.021618546749836473,SSP1,Lower CI,Northern South America,Non-Staples,Northern South AmericaNon-Staples
1009,15.3765688,21.2573278,30.9336576,31.5854494,34.8600502,,,,-0.019044537680002804,-0.029381420130999203,0.0030778453616022716,0.023063435222997697,0.0336537941527979,SSP1,Median,Northern South America,Non-Staples,Northern South AmericaNon-Staples
1010,15.3765688,21.2573278,30.9336576,31.5854494,34.8600502,,,,0.00999730954671688,0.14498860297601332,0.033610980890722224,0.04658894863655412,0.05035929615635644,SSP1,Upper CI,Northern South America,Non-Staples,Northern South AmericaNon-Staples
1029,19.7369426,26.168494000000003,31.038684,25.332192,26.476978000000003,,,,0.05830613486523892,-0.1403503526254068,-0.023004360976918655,0.041062453231549854,0.040648362121225155,SSP1,Lower CI,Northern South America,Staples,Northern South AmericaStaples
1030,19.7369426,26.168494000000003,31.038684,25.332192,26.476978000000003,,,,0.06827305340239942,0.03638609289320005,0.04096908675299993,0.04301395949120046,0.041671788764600315,SSP1,Median,Northern South America,Staples,Northern South AmericaStaples
1031,19.7369426,26.168494000000003,31.038684,25.332192,26.476978000000003,,,,0.0757017834861825,0.0796689404566775,0.05001016799838508,0.0463559702836314,0.044558663490603466,SSP1,Upper CI,Northern South America,Staples,Northern South AmericaStaples
1050,36.135314,53.248447999999996,70.412676,83.777026,94.161412,,,,-0.07719944580941267,-0.0785948498789347,0.03399565942593974,0.05036524658956264,0.051052818918852313,SSP1,Lower CI,Southern South America,Non-Staples,Southern South AmericaNon-Staples
1051,36.135314,53.248447999999996,70.412676,83.777026,94.161412,,,,0.09862372315399881,0.05299187075998901,0.05766977223600378,0.06708681239799574,0.06753076018399895,SSP1,Median,Southern South America,Non-Staples,Southern South AmericaNon-Staples
1052,36.135314,53.248447999999996,70.412676,83.777026,94.161412,,,,0.17528171575607282,0.15560989318597485,0.07657520080282976,0.0876080354395767,0.08407834354152734,SSP1,Upper CI,Southern South America,Non-Staples,Southern South AmericaNon-Staples
1071,52.579884,71.978984,74.46088,81.83368,83.58216,,,,0.011334782852110717,0.02882848884808537,0.04166538496499904,0.044066020548593716,0.04233037576080468,SSP1,Lower CI,Southern South America,Staples,Southern South AmericaStaples
1072,52.579884,71.978984,74.46088,81.83368,83.58216,,,,0.06946455148799968,0.04495877505000001,0.04607448357600008,0.0465960563259995,0.04430944013200033,SSP1,Median,Southern South America,Staples,Southern South AmericaStaples
1073,52.579884,71.978984,74.46088,81.83368,83.58216,,,,0.08916786924166663,0.06516761825285657,0.05059608392052545,0.04932974672873874,0.046520431435005664,SSP1,Upper CI,Southern South America,Staples,Southern South AmericaStaples
1092,37.829444,62.0987494,85.4033992,111.5108296,140.3029128,,,,-0.22736367919092745,-0.7881854960474803,-0.41713444302586455,-0.3735291708073317,-0.3852730823994298,SSP1,Lower CI,South Asia,Non-Staples,South AsiaNon-Staples
1093,37.829444,62.0987494,85.4033992,111.5108296,140.3029128,,,,-0.1774125955900061,-0.31637178658000664,-0.324557668340006,-0.32665260022400844,-0.34149816882799655,SSP1,Median,South Asia,Non-Staples,South AsiaNon-Staples
1094,37.829444,62.0987494,85.4033992,111.5108296,140.3029128,,,,-0.10681706387618392,-0.053294827512070986,-0.2763989453179513,-0.2618603287223874,-0.29445843985105746,SSP1,Upper CI,South Asia,Non-Staples,South AsiaNon-Staples
1113,216.2468,316.75508,318.95908,327.62361999999996,337.51905999999997,,,,0.16594990192697917,0.03194703470731539,0.027996838353791062,0.023434537561522764,0.015073121706489754,SSP1,Lower CI,South Asia,Staples,South AsiaStaples
1114,216.2468,316.75508,318.95908,327.62361999999996,337.51905999999997,,,,0.18725661861600074,0.07774499874000007,0.03700636107199884,0.028804584803998168,0.020181352096001248,SSP1,Median,South Asia,Staples,South AsiaStaples
1115,216.2468,316.75508,318.95908,327.62361999999996,337.51905999999997,,,,0.20968827351479963,0.12055590486891804,0.054130974447352834,0.04046703828076102,0.029665536061513797,SSP1,Upper CI,South Asia,Staples,South AsiaStaples
1134,26.6384234,38.9556522,50.839555399999995,62.933056,67.946097,,,,-0.32445041296336347,-0.6728454061486032,-0.33833838645910175,-0.19004673275217432,-0.1809402911736976,SSP1,Lower CI,South Korea,Non-Staples,South KoreaNon-Staples
1135,26.6384234,38.9556522,50.839555399999995,62.933056,67.946097,,,,-0.2145620606649956,-0.24252350851319449,-0.18078334898140014,-0.15678299578160448,-0.15095069302720532,SSP1,Median,South Korea,Non-Staples,South KoreaNon-Staples
1136,26.6384234,38.9556522,50.839555399999995,62.933056,67.946097,,,,-0.10733039247328964,0.017743646629289955,-0.1183241138781521,-0.11880064537769586,-0.08743824448607646,SSP1,Upper CI,South Korea,Non-Staples,South KoreaNon-Staples
1155,58.579968,54.09835,55.262904,50.546132,50.817043999999996,,,,0.2803631398911647,0.05002258697960968,0.17692485924811652,0.18264637977963474,0.18113368586123776,SSP1,Lower CI,South Korea,Staples,South KoreaStaples
1156,58.579968,54.09835,55.262904,50.546132,50.817043999999996,,,,0.3142114528000004,0.21720595823799993,0.19603979181600018,0.1939220199279994,0.1893412608400009,SSP1,Median,South Korea,Staples,South KoreaStaples
1157,58.579968,54.09835,55.262904,50.546132,50.817043999999996,,,,0.32888353147416927,0.32107376346504857,0.22791357760902764,0.22903277522360263,0.2056122270347631,SSP1,Upper CI,South Korea,Staples,South KoreaStaples
1176,122.9917,204.52708,283.029496,340.80537000000004,392.757948,,,,0.23448251151948132,-0.37485730257761024,0.04695243909485318,0.10132083345134464,0.11874254497295682,SSP1,Lower CI,Southeast Asia,Non-Staples,Southeast AsiaNon-Staples
1177,122.9917,204.52708,283.029496,340.80537000000004,392.757948,,,,0.30277291034201426,0.07592395116799366,0.1349520874019845,0.18539547464598627,0.20075053091201767,SSP1,Median,Southeast Asia,Non-Staples,Southeast AsiaNon-Staples
1178,122.9917,204.52708,283.029496,340.80537000000004,392.757948,,,,0.5725687137881077,0.6101262863875043,0.27005122916799634,0.30668297681569034,0.29571761042287004,SSP1,Upper CI,Southeast Asia,Non-Staples,Southeast AsiaNon-Staples
1197,304.99036,431.53355999999997,437.29644,450.59202000000005,459.80378,,,,0.9205689595746385,0.6900777485901317,0.7009254911361067,0.6847248781764383,0.6552284775638232,SSP1,Lower CI,Southeast Asia,Staples,Southeast AsiaStaples
1198,304.99036,431.53355999999997,437.29644,450.59202000000005,459.80378,,,,0.9951753844400013,0.7929789773280014,0.7378996054119984,0.7032280536960034,0.6717667122919977,SSP1,Median,Southeast Asia,Staples,Southeast AsiaStaples
1199,304.99036,431.53355999999997,437.29644,450.59202000000005,459.80378,,,,1.0262261096933658,0.8979120933701066,0.7649184795934167,0.728836726288139,0.6911493042445541,SSP1,Upper CI,Southeast Asia,Staples,Southeast AsiaStaples
1218,24.0853766,27.7897436,30.8527934,32.4604038,34.0110672,,,,0.0019103987650495,-0.052687742373362954,-0.006340518916405119,-0.0001736595987604098,0.0015637204193704214,SSP1,Lower CI,Taiwan,Non-Staples,TaiwanNon-Staples
1219,24.0853766,27.7897436,30.8527934,32.4604038,34.0110672,,,,0.007644937215399494,-0.002200638420402967,0.0028705351380011734,0.004311520285600778,0.005455527499400148,SSP1,Median,Taiwan,Non-Staples,TaiwanNon-Staples
1220,24.0853766,27.7897436,30.8527934,32.4604038,34.0110672,,,,0.02055182225081752,0.034657601829051636,0.007823116212768762,0.012449798879390229,0.01152708568496956,SSP1,Upper CI,Taiwan,Non-Staples,TaiwanNon-Staples
1239,16.447788,17.96665,17.212722,17.03608,16.907906,,,,0.2644909576266004,0.2233427484852687,0.23382533757548926,0.24281784653095637,0.24226495050656036,SSP1,Lower CI,Taiwan,Staples,TaiwanStaples
1240,16.447788,17.96665,17.212722,17.03608,16.907906,,,,0.27276559727359984,0.25083416854020024,0.2442198024479999,0.24454717199279996,0.24386315345099996,SSP1,Median,Taiwan,Staples,TaiwanStaples
1241,16.447788,17.96665,17.212722,17.03608,16.907906,,,,0.2743481678287328,0.2707707248521198,0.2522576569233488,0.2474296255885102,0.2459250553144873,SSP1,Upper CI,Taiwan,Staples,TaiwanStaples
1260,37.7524598,44.9868794,51.882258,58.803554,63.2818236,,,,-0.015443898633995638,-0.02914772714555068,0.005879595704673481,0.01979861592536801,0.0279824378902393,SSP1,Lower CI,Argentina,Non-Staples,ArgentinaNon-Staples
1261,37.7524598,44.9868794,51.882258,58.803554,63.2818236,,,,0.006285068151999695,-0.004204519451999289,0.02123199770859685,0.03641516000420353,0.042487348573999384,SSP1,Median,Argentina,Non-Staples,ArgentinaNon-Staples
1262,37.7524598,44.9868794,51.882258,58.803554,63.2818236,,,,0.04517290203439429,0.08706567425489231,0.03751355075699997,0.050531538884029184,0.05297693038520902,SSP1,Upper CI,Argentina,Non-Staples,ArgentinaNon-Staples
1281,31.9329302,33.117304000000004,41.92451,39.085906,39.8131,,,,0.007640941410512097,-0.003933360443014599,-0.0011702083451596147,0.0010097167533425196,0.0012563513102893478,SSP1,Lower CI,Argentina,Staples,ArgentinaStaples
1282,31.9329302,33.117304000000004,41.92451,39.085906,39.8131,,,,0.010147383219999861,0.0018859155899999536,0.0009994057760001063,0.0025498816340001618,0.0022508402439997965,SSP1,Median,Argentina,Staples,ArgentinaStaples
1283,31.9329302,33.117304000000004,41.92451,39.085906,39.8131,,,,0.014784522138376553,0.014513014191014516,0.004292075712207327,0.004063605380752699,0.0033286023843959347,SSP1,Upper CI,Argentina,Staples,ArgentinaStaples
1302,22.4245872,35.6244596,47.8329418,62.7620376,69.4450822,,,,0.04403645961546088,-0.04029119627095251,0.027921070247612593,0.04648268539900027,0.04842012479346032,SSP1,Lower CI,Colombia,Non-Staples,ColombiaNon-Staples
1303,22.4245872,35.6244596,47.8329418,62.7620376,69.4450822,,,,0.049441054725601674,0.035485561248002284,0.047039091803402044,0.053487671088401356,0.05485143250299984,SSP1,Median,Colombia,Non-Staples,ColombiaNon-Staples
1304,22.4245872,35.6244596,47.8329418,62.7620376,69.4450822,,,,0.06197403333987621,0.08145807598634582,0.05185219533238927,0.0621206712888476,0.06291241774937763,SSP1,Upper CI,Colombia,Non-Staples,ColombiaNon-Staples
1323,26.04717,35.346092,33.673326,36.53284,37.762299999999996,,,,0.01338456813781825,-0.015631989787852317,0.0008520374778846112,0.004393275393954898,0.004542351719800777,SSP1,Lower CI,Colombia,Staples,ColombiaStaples
1324,26.04717,35.346092,33.673326,36.53284,37.762299999999996,,,,0.01728155265400022,0.006565816696000093,0.004427504456000042,0.0056211692040000205,0.00553283393400017,SSP1,Median,Colombia,Staples,ColombiaStaples
1325,26.04717,35.346092,33.673326,36.53284,37.762299999999996,,,,0.01983940279862633,0.017272688257263573,0.006044182839067756,0.007365907113473585,0.0066411133773422925,SSP1,Upper CI,Colombia,Staples,ColombiaStaples
1344,3449.0991142,5003.1104284,6122.777318,7071.0951438,8036.3760969252,0.0,0.0,0.0,-2425.7850358037626,-1166.3162941055011,-10.429393277166765,-9.73129979432911,-10.182508041609909,SSP1,Lower CI,Global,Non-Staples,GlobalNon-Staples
1345,3449.0991142,5003.1104284,6122.777318,7071.0951438,8036.3760969252,0.0,0.0,0.0,-3022.9403470524276,-8.834693566498117,-8.269508766447416,-8.360344427017026,-8.719911007442533,SSP1,Median,Global,Non-Staples,GlobalNon-Staples
1346,3449.0991142,5003.1104284,6122.777318,7071.0951438,8036.3760969252,0.0,0.0,0.0,-1031.6783214585848,-32.94512574575697,-5.803000165490859,-5.4712190552695725,-6.6452650292974385,SSP1,Upper CI,Global,Non-Staples,GlobalNon-Staples
1365,6264.0464512,7514.7490326,7717.3096956,8056.6670732,8236.058435,0.0,0.0,0.0,-263.0019696225535,-116.46269905427565,7.6020948462008775,8.775783391141069,8.532577104534568,SSP1,Lower CI,Global,Staples,GlobalStaples
1366,6264.0464512,7514.7490326,7717.3096956,8056.6670732,8236.058435,0.0,0.0,0.0,-330.9874011355652,10.070076465779778,9.525341089468668,9.256591220190671,8.752777368862496,SSP1,Median,Global,Staples,GlobalStaples
1367,6264.0464512,7514.7490326,7717.3096956,8056.6670732,8236.058435,0.0,0.0,0.0,-104.28309096946572,6.929803555728441,10.829517483491369,9.757348328690846,9.158664264849225,SSP1,Upper CI,Global,Staples,GlobalStaples
