,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,SSP,Version,GCAM,input,Units,cat
548,71.834703,56.917258000000004,63.357045400000004,62.1816818,65.74335614,,,,-0.051041825404476354,0.006844501767496347,-0.21628925413694394,-0.19305097816387135,-0.21205805375822928,SSP1,Upper CI,Eastern Europe,Non-Staples,%,Eastern EuropeNon-Staples
567,78.249844,88.412586,63.079912,62.24624,59.421416,,,,-0.12819330937336526,-0.6530815745855424,-0.45427024627450974,-0.27911931939492163,-0.2495145578643868,SSP1,Lower CI,Eastern Europe,Staples,%,Eastern EuropeStaples
568,78.249844,88.412586,63.079912,62.24624,59.421416,,,,0.20452471341661863,-0.15419103316763416,-0.2802821795447046,-0.16386210030026963,-0.17413693916552628,SSP1,Median,Eastern Europe,Staples,%,Eastern EuropeStaples
569,78.249844,88.412586,63.079912,62.24624,59.421416,,,,0.6707935311348331,0.7130886911167033,-0.026391882152263124,-0.04034546172766247,-0.0841504919965893,SSP1,Upper CI,Eastern Europe,Staples,%,Eastern EuropeStaples
588,71.362972,88.713956,110.794108,131.105498,142.340138,,,,-0.6953456644571062,-1.3644466365261656,-0.8202715603737959,-0.803970415041431,-0.8508060572929278,SSP1,Lower CI,Other Europe,Non-Staples,%,Other EuropeNon-Staples
589,71.362972,88.713956,110.794108,131.105498,142.340138,,,,-0.5932279361516666,-0.8057404158575862,-0.7253596221713554,-0.73431218726558,-0.7925782195083769,SSP1,Median,Other Europe,Non-Staples,%,Other EuropeNon-Staples
590,71.362972,88.713956,110.794108,131.105498,142.340138,,,,-0.22888805553380656,-0.23725406188082288,-0.6093235427435489,-0.6133412404921742,-0.7159101489279184,SSP1,Upper CI,Other Europe,Non-Staples,%,Other EuropeNon-Staples
609,126.782716,129.617772,120.73096,118.47428000000001,121.16598,,,,-0.24112743820688776,-1.150796717649449,-0.270048482938438,0.0012082617675348017,0.004539838687258477,SSP1,Lower CI,Other Europe,Staples,%,Other EuropeStaples
610,126.782716,129.617772,120.73096,118.47428000000001,121.16598,,,,0.6955866125943123,0.12483224521721147,0.03487285063429924,0.22087746168064054,0.127477468775975,SSP1,Median,Other Europe,Staples,%,Other EuropeStaples
611,126.782716,129.617772,120.73096,118.47428000000001,121.16598,,,,1.5078392293049443,1.4153494516400618,0.534162727535675,0.4064640070451609,0.23500851421973062,SSP1,Upper CI,Other Europe,Staples,%,Other EuropeStaples
630,18.5377608,20.347603200000002,21.3700682,21.4275528,22.6565089492,,,,-0.15009071712274116,-0.58037930583114,-0.11716151196388058,-0.07954063766799899,-0.07022980818344171,SSP1,Lower CI,European Free Trade Association,Non-Staples,%,European Free Trade AssociationNon-Staples
