,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,SSP,Version,GHG,Units
0,0.0,0.0,0.0,0.0,0.0,,,,-82.00117002095062,-51.867190892376684,-48.299326132745755,-50.63870124661132,-51.14478144130056,SSP1,Lower CI,N2O_AGR,Avoided cropland N$_2$O
1,0.0,0.0,0.0,0.0,0.0,,,,-8.42172332755515,-10.075264228820595,-11.310244041827566,-11.938993414783381,-12.077350084177402,SSP1,Median,N2O_AGR,Avoided cropland N$_2$O
2,0.0,0.0,0.0,0.0,0.0,,,,61.21895017463785,28.4044488249869,22.532806092844915,23.61826941591221,23.90928776610655,SSP1,Upper CI,N2O_AGR,Avoided cropland N$_2$O
