,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,SSP,Version,GCAM,sector,subsector,technology,output,concentration,input,product,fuel,LandLeaf,GHG,Units,categorization
4304,0.029725,0.029725,0.029725,0.029725,0.029725,,,,462.25665564828284,309.0139849503784,289.8670879535163,288.68880961408115,293.2322330173867,SSP1,Upper CI,Africa_Western,biochar,slow pyrolysis,dairy_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Africa_Westerndairy_biochar
4305,0.026255,0.026255,0.026255,0.026255,0.026255,,,,200.05132899694684,153.06709608192176,145.235403819182,145.07625376521244,144.9022707718292,SSP1,Lower CI,Africa_Western,biochar,slow pyrolysis,goat_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Africa_Westerngoat_biochar
4305,0.034055,0.034055,0.034055,0.034055,0.034055,,,,248.0305882352941,153.7741176470588,150.34235294117644,150.14,150.67235294117646,SSP1,Median,Africa_Western,biochar,slow pyrolysis,goat_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Africa_Westerngoat_biochar
4305,0.026255,0.026255,0.026255,0.026255,0.026255,,,,344.8221350553407,183.53221187655572,176.2656606065883,175.86548292946534,179.6830513570223,SSP1,Upper CI,Africa_Western,biochar,slow pyrolysis,goat_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Africa_Westerngoat_biochar
4306,0.027336,0.027336,0.027336,0.027336,0.027336,,,,293.0316793663157,240.68622660912223,226.6117168453159,225.82541306914592,227.5595297949939,SSP1,Lower CI,Africa_Western,biochar,slow pyrolysis,pork_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Africa_Westernpork_biochar
4306,0.035336,0.035336,0.035336,0.035336,0.035336,,,,345.6582352941176,249.6341176470588,235.5447058823529,234.4135294117647,236.59647058823526,SSP1,Median,Africa_Western,biochar,slow pyrolysis,pork_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Africa_Westernpork_biochar
4306,0.027336,0.027336,0.027336,0.027336,0.027336,,,,442.64740560100455,287.0952266780749,268.72066410706515,267.6796289476607,272.48724891649067,SSP1,Upper CI,Africa_Western,biochar,slow pyrolysis,pork_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Africa_Westernpork_biochar
4307,0.027239,0.027239,0.027239,0.027239,0.027239,,,,215.04695158591068,165.73752702879878,153.59669408665485,153.4448029847271,153.48090560796703,SSP1,Lower CI,Africa_Western,biochar,slow pyrolysis,poultry_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Africa_Westernpoultry_biochar
4307,0.035239,0.035239,0.035239,0.035239,0.035239,,,,265.27529411764704,168.7135294117647,158.5117647058823,158.17,158.69588235294117,SSP1,Median,Africa_Western,biochar,slow pyrolysis,poultry_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Africa_Westernpoultry_biochar
4307,0.027239,0.027239,0.027239,0.027239,0.027239,,,,361.77461704154024,198.43589857673751,186.99703140354114,186.4838804886622,190.25377226318147,SSP1,Upper CI,Africa_Western,biochar,slow pyrolysis,poultry_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Africa_Westernpoultry_biochar
5072,0.02755,0.02755,0.02755,0.02755,0.02755,,,,151.55167411243346,149.85262614506615,146.6093343706533,146.38959835880956,146.29408826836072,SSP1,Lower CI,Australia_NZ,biochar,slow pyrolysis,beef_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Australia_NZbeef_biochar
5072,0.03565,0.03565,0.03565,0.03565,0.03565,,,,157.2676470588235,151.7341176470588,151.02705882352942,150.85882352941175,150.79294117647058,SSP1,Median,Australia_NZ,biochar,slow pyrolysis,beef_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Australia_NZbeef_biochar
5072,0.02755,0.02755,0.02755,0.02755,0.02755,,,,169.74218209671685,165.2749171075289,160.35643593746994,159.87925318180675,159.6667520677738,SSP1,Upper CI,Australia_NZ,biochar,slow pyrolysis,beef_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Australia_NZbeef_biochar
5073,0.029725,0.029725,0.029725,0.029725,0.029725,,,,208.26090330036914,184.1093543586128,171.98596302841017,169.7456227164756,168.85170637529203,SSP1,Lower CI,Australia_NZ,biochar,slow pyrolysis,dairy_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Australia_NZdairy_biochar
5073,0.038525,0.038525,0.038525,0.038525,0.038525,,,,228.4570588235294,187.22705882352938,175.62823529411764,173.9011764705882,173.30352941176469,SSP1,Median,Australia_NZ,biochar,slow pyrolysis,dairy_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Australia_NZdairy_biochar
5073,0.029725,0.029725,0.029725,0.029725,0.029725,,,,249.32693983688569,216.19798128152553,197.26501736374664,194.16093190537308,192.72263536140267,SSP1,Upper CI,Australia_NZ,biochar,slow pyrolysis,dairy_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Australia_NZdairy_biochar
5074,0.026255,0.026255,0.026255,0.026255,0.026255,,,,161.5855230202734,147.34694558677975,143.31838102324883,142.7340652984647,142.39631090682047,SSP1,Lower CI,Australia_NZ,biochar,slow pyrolysis,goat_biochar,missing,missing,missing,missing,missing,missing,missing,$/ton biochar,Australia_NZgoat_biochar
