region_id,region_name,country,management_pathway,mix_component_type,baseline_relevance,pathway_share_of_total_food_waste_management,share_basis,factor_value,factor_unit,weighted_contribution_kgco2e_per_short_ton,source_organization,source_url,download_or_publication_date,raw_file_name,notes
us_ca,California,United States,landfill_with_lfg_recovery_and_electricity_generation,observed_disposal_proxy,california_weighted_mix_component,0.7952828814352644,1_minus_collection_rate_proxy,450.0,kgCO2e_per_short_ton,357.87729664586897,California Department of Resources Recycling and Recovery; U.S. Environmental Protection Agency,https://www2.calrecycle.ca.gov/WasteCharacterization/ | https://www2.calrecycle.ca.gov/SolidWaste/Site/DataExport | https://www.epa.gov/warm/versions-waste-reduction-model,2026-04-04T00:25:23+00:00,california_food_waste_model_input.csv; california_organics_facility_inventory.csv; epa_warm_organic_materials_v16_dec_2023.pdf,"Landfill share is proxied as one minus the California food-waste collection-rate reference, while the landfill emission factor remains the EPA WARM controlled-landfill proxy."
us_ca,California,United States,composting,observed_treatment_proxy,california_weighted_mix_component,0.1791536992699377,annualized_throughput_ton_per_year,-150.0,kgCO2e_per_short_ton,-26.873054890490657,California Department of Resources Recycling and Recovery; U.S. Environmental Protection Agency,https://www2.calrecycle.ca.gov/SolidWaste/Site/DataExport | https://www.epa.gov/warm/versions-waste-reduction-model,2026-04-04T00:25:23+00:00,california_organics_facility_inventory.csv; epa_warm_organic_materials_v16_dec_2023.pdf,Composting share is allocated from the collected-food-waste portion using the active California SWIS food-waste facility technology mix.
us_ca,California,United States,anaerobic_digestion_summary,observed_treatment_proxy,california_weighted_mix_component,0.025563419294797947,annualized_throughput_ton_per_year,-40.0,kgCO2e_per_short_ton,-1.0225367717919178,California Department of Resources Recycling and Recovery; U.S. Environmental Protection Agency,https://www2.calrecycle.ca.gov/SolidWaste/Site/DataExport | https://www.epa.gov/warm/versions-waste-reduction-model,2026-04-04T00:25:23+00:00,california_organics_facility_inventory.csv; epa_warm_organic_materials_v16_dec_2023.pdf,Anaerobic-digestion share is allocated from the collected-food-waste portion using the active California SWIS food-waste facility technology mix. The WARM digestion summary factor is used because SWIS does not consistently distinguish wet vs dry digestion subtype.
us_ca,California,United States,california_weighted_food_waste_management_mix,weighted_baseline,baseline_default,1.0,annualized_throughput_ton_per_year,329.9817049835864,kgCO2e_per_short_ton,329.9817049835864,California Department of Resources Recycling and Recovery; U.S. Environmental Protection Agency,https://www2.calrecycle.ca.gov/WasteCharacterization/ | https://www2.calrecycle.ca.gov/SolidWaste/Site/DataExport | https://www.epa.gov/warm/versions-waste-reduction-model,2026-04-04T00:25:23+00:00,california_food_waste_model_input.csv; california_organics_facility_inventory.csv; epa_warm_organic_materials_v16_dec_2023.pdf,California-weighted baseline for food-waste management. Disposal share comes from the current California collection-rate proxy; collected-food-waste treatment shares come from active SWIS food-waste facility technology mix; pathway factors come from EPA WARM.
