region_id,region_name,country,analysis_reference_year,waste_stream_type,waste_generation_ton_per_year,collection_rate_pct_reference,moisture_pct_reference,organic_fraction_pct_reference,carbon_pct_reference,nitrogen_pct_reference,residential_food_tons_reference,commercial_food_tons_reference,commercial_food_disposed_tons_reference,commercial_food_curbside_organics_tons_reference,commercial_food_other_diversion_tons_reference,notes
us_ca,California,United States,2023,food_waste,6936252.502993176,20.471711856473565,89.0,91.9,45.95,2.68,2195722.2720435034,4740530.230949671,3712310.0020706155,214127.7485260024,756339.9408230351,"California food-waste generation reference built from CalRecycle countywide residential and business stream estimates, with composition medians from Wet-Waste-Biomass-Opt food-waste samples."
