,Benefits | 2.0%,Costs | 2.0%,Benefits/Costs | 2.0%,Benefits-Costs | 2.0%,Benefits | 12.0%,Costs | 12.0%,Benefits/Costs | 12.0%,Benefits-Costs | 12.0%,Benefits | 20.0%,Costs | 20.0%,Benefits/Costs | 20.0%,Benefits-Costs | 20.0%,Units
0,-40991.39216984401,73964.86389662727,-0.5542008733651328,-114956.25606647128,-11644.658803537983,32506.920082813438,-0.358220919541823,-44151.57888635142,-5002.106315111087,20078.072923277206,-0.24913278949754045,-25080.179238388293,Million $USD or unitless
