,2025_supply,2030_supply,2035_supply,2040_supply,2045_supply,2050_supply,2025_price,2030_price,2035_price,2040_price,2045_price,2050_price,product_price,GCAM,Units_supply,Units_price,colors
255,,,0.0594748,0.16339913333333336,1.0425360000000001,2.0244436666666665,,,211.06388181818178,175.94451818181815,160.5893209090909,152.79085909090907,TEW,MD,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
257,,0.08020136666666668,0.1322574,0.20634753333333336,1.1085323333333335,2.6062593333333335,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,MA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
259,0.04799043333333334,0.060408333333333335,0.10345976666666667,0.15583993333333335,0.12618320000000002,0.2510486,432.5088545454544,413.00438181818174,390.24916363636356,374.3897181818181,333.7803545454545,322.4642999999999,DAC,MA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
261,,0.020870776666666667,0.047727166666666675,0.09287373333333333,0.4269246666666667,0.8542233333333334,,263.55659999999995,247.22301818181816,230.99424545454542,222.3366818181818,214.39281818181817,OEW,MA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
263,,,0.044650100000000005,0.1086624,0.47296333333333335,0.5814526666666667,,,234.65590909090906,203.5026545454545,214.8752727272727,243.7227272727272,TEW,MA,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
265,,0.26709760000000005,0.477048,0.7968583333333333,3.7474066666666666,6.535173333333334,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,158.42809090909088,BECCS,MI,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
267,0.3678216666666667,0.45159033333333337,0.928598,1.8846593333333332,0.7382210000000001,1.5959313333333334,372.2419636363636,357.95465454545445,335.1528545454545,312.8667818181818,278.0102727272727,253.46165454545448,DAC,MI,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
269,0.01130459,0.03772376666666667,0.1354881,0.38777200000000006,2.477874666666667,5.30475,358.9095818181818,299.94365454545454,248.57389090909086,208.9277727272727,185.6784545454545,169.8356454545454,TEW,MI,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
271,,0.18156966666666668,0.3248109333333334,0.5472243333333333,2.5069843333333335,5.5402233333333335,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,MN,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
273,0.2521156,0.3268785666666667,0.6589440000000001,1.4131003333333334,0.4800986666666667,1.0243786666666668,371.24877272727264,354.26969999999994,333.0300545454545,309.03209999999996,280.6421454545454,259.46738181818176,DAC,MN,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
275,,0.020598123333333336,0.07601806666666668,0.23058933333333334,1.7230363333333334,4.71163,,322.67225454545445,265.1387181818181,219.19739999999993,183.30111818181814,156.0198109090909,TEW,MN,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
277,,0.10126563333333334,0.17266260000000003,0.27849250000000003,1.2425306666666667,2.7443166666666667,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,MS,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
279,0.14132433333333336,0.17176573333333334,0.3409002666666667,0.65978,0.23931600000000003,0.5342773333333334,371.7345545454545,357.76499999999993,334.4208545454545,312.7919181818181,280.1081181818181,255.04543636363633,DAC,MS,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
281,0.011728126666666666,0.027361473333333337,0.06562636666666667,0.1341076,0.5133920000000001,0.9734816666666667,276.9139363636363,260.27590909090907,242.98407272727266,225.84861818181813,217.1860636363636,208.81630909090904,OEW,MS,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
283,,,0.03432168666666666,0.09218403333333333,0.5590016666666667,1.297453666666667,,,279.9700363636363,237.56394545454543,211.11046363636362,189.74770909090907,TEW,MS,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
285,,0.22824266666666668,0.4085363333333334,0.678293,3.255285,6.338456666666667,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,153.03807545454544,BECCS,MO,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
287,0.26213770000000003,0.33277750000000006,0.6801556666666667,1.3131396666666666,0.5861496666666667,1.2402976666666667,384.3249545454545,366.9599181818181,343.4527363636363,322.0367454545454,286.46653636363635,263.6048454545454,DAC,MO,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
289,,0.02395426,0.08484703333333334,0.24133413333333334,1.6867693333333333,4.128043333333334,,331.15180909090907,275.90909999999997,231.91423636363632,201.3981545454545,176.5550727272727,TEW,MO,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
291,,0.06846326666666666,0.12360956666666667,0.20919103333333336,0.9418530000000002,2.08868,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,MT,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
293,0.09124096666666667,0.13544520000000002,0.2995736333333333,0.6549326666666667,0.1975578,0.4299606666666667,373.21519090909084,348.87619090909084,324.2227636363636,301.00838181818176,272.25575454545447,250.34732727272723,DAC,MT,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
295,,,0.0390137,0.11709683333333333,0.806432,2.1269123333333333,,,239.98120909090903,199.40179090909086,170.35303636363633,146.92703999999998,TEW,MT,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
297,,0.13762686666666668,0.24756343333333336,0.4205666666666667,1.910612,4.1914766666666665,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,NE,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
299,0.19058966666666668,0.24776840000000003,0.5022306666666667,1.0860373333333335,0.36588933333333334,0.7749976666666667,371.24877272727264,354.26969999999994,333.0300545454545,309.03209999999996,280.6421454545454,259.46738181818176,DAC,NE,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
301,,,0.051044766666666665,0.14734573333333334,0.9515916666666667,2.345489666666667,,,276.57455454545453,233.11039090909085,204.07328181818178,179.37992727272726,TEW,NE,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
303,,0.0617694,0.11079860000000001,0.18627400000000002,0.8752150000000001,1.947033,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,NV,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
305,0.0825176,0.12220193333333333,0.2685265,0.5831833333333334,0.18358010000000002,0.4007996666666667,373.21519090909084,348.87619090909084,324.2227636363636,301.00838181818176,272.25575454545447,250.34732727272723,DAC,NV,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
307,,,0.0451341,0.13779333333333335,1.0231100000000002,2.5583726666666666,,,220.4168454545454,181.70569090909086,153.55962545454543,134.95767545454544,TEW,NV,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
309,,,,0.04456210000000001,0.23740566666666668,0.5344166666666667,,,,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,NH,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
311,,,,,,,,,,,,,DAC,NH,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
313,,,,,0.10463530000000001,0.20166850000000003,,,,,212.56115454545449,204.55407272727268,OEW,NH,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
315,,,,,0.14590583333333335,0.27191963333333335,,,,,190.26177272727267,185.15773636363633,TEW,NH,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
317,,0.1331594,0.22068236666666668,0.34630530000000004,1.7419306666666667,3.9542800000000007,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,NJ,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
319,0.14604040000000001,0.17880683333333336,0.33699123333333336,0.5912646666666668,0.3042460666666667,0.6798733333333334,388.1413363636363,372.1604454545454,348.2290363636363,328.1123454545454,289.38788181818177,265.8324545454545,DAC,NJ,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#74A751
321,0.025648186666666666,0.0615208,0.1419014666666667,0.27880893333333334,1.2484413333333335,2.4881743333333337,234.14184545454543,217.65853636363633,203.92189090909088,190.2900545454545,180.75908181818178,172.50079090909088,OEW,NJ,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#698FC6
323,,0.028828323333333333,0.09596986666666668,0.23769643333333337,0.9788753333333333,1.203103,,260.13949090909085,215.66383636363634,186.29732727272724,196.0262727272727,219.7763454545454,TEW,NJ,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#DD9452
325,,0.10823926666666667,0.1958891,0.3351036333333334,1.4379493333333335,3.164403,,212.00050909090905,193.72379999999995,177.02421818181816,161.7631827272727,147.8180836363636,BECCS,NM,Mt CO$_{2}$-eq,2025USD/t CO$_{2}$-eq,#BFBE43
