sample_id,dataset_scope,data_tier,recommended_split,source_repo,source_file,source_dataset_kind,reference_label,pathway,feedstock_name,feedstock_group,feedstock_carbon_pct,feedstock_hydrogen_pct,feedstock_nitrogen_pct,feedstock_oxygen_pct,feedstock_moisture_pct,feedstock_volatile_matter_pct,feedstock_fixed_carbon_pct,feedstock_ash_pct,process_temperature_c,residence_time_min,product_char_yield_pct,product_char_hhv_mj_per_kg,energy_recovery_pct,carbon_retention_pct
Wet-Waste-Biomass-Opt::htc::0172,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Kim et al., 2014)",htc,Food waste,food_waste,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,230,480,38.8,31.46,52.0,52.5
Wet-Waste-Biomass-Opt::htc::0173,observed_htc_direct_ml,observed_literature,validation,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Kim et al., 2014)",htc,Food waste,food_waste,61.94,7.22,6.51,10.97,89.0,80.17,6.47,13.36,260,480,30.27,33.44,43.12,43.62
Wet-Waste-Biomass-Opt::htc::0174,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Fan et al., 2018)",htc,Lignin/cellulose,other_biomass,49.15,5.51,0.59,42.24,83.0,77.68,19.81,2.51,170,30,78.4,28.25,75.65,77.51
Wet-Waste-Biomass-Opt::htc::0175,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Fan et al., 2018)",htc,Lignin/cellulose,other_biomass,49.15,5.51,0.59,42.24,83.0,77.68,19.81,2.51,180,30,77.5,28.9,76.52,77.49
Wet-Waste-Biomass-Opt::htc::0176,observed_htc_direct_ml,observed_literature,test,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Fan et al., 2018)",htc,Lignin/cellulose,other_biomass,49.15,5.51,0.59,42.24,83.0,77.68,19.81,2.51,190,30,75.1,28.63,73.44,75.21
Wet-Waste-Biomass-Opt::htc::0177,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Fan et al., 2018)",htc,Lignin/cellulose,other_biomass,49.15,5.51,0.59,42.24,83.0,77.68,19.81,2.51,200,30,73.2,28.69,71.74,73.6
Wet-Waste-Biomass-Opt::htc::0178,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Fan et al., 2018)",htc,Lignin/cellulose,other_biomass,49.15,5.51,0.59,42.24,83.0,77.68,19.81,2.51,220,30,57.5,29.98,58.88,61.23
Wet-Waste-Biomass-Opt::htc::0179,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,220,60,63.73,19.28,72.46,69.54
Wet-Waste-Biomass-Opt::htc::0180,observed_htc_direct_ml,observed_literature,validation,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,220,120,56.81,20.32,68.08,64.36
Wet-Waste-Biomass-Opt::htc::0181,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,220,180,52.22,21.29,65.57,61.52
Wet-Waste-Biomass-Opt::htc::0182,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,180,120,72.42,18.06,77.16,75.62
Wet-Waste-Biomass-Opt::htc::0183,observed_htc_direct_ml,observed_literature,test,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,52.76,5.56,1.89,34.39,89.0,72.6,22.0,5.4,260,120,46.59,24.49,67.31,61.52
Wet-Waste-Biomass-Opt::htc::0184,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,42.75,5.88,1.98,44.09,83.0,41.0,53.7,5.3,220,10,64.33,24.23,79.37,75.12
Wet-Waste-Biomass-Opt::htc::0185,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220,10,69.4,24.7,87.28,81.41
Wet-Waste-Biomass-Opt::htc::0186,observed_htc_direct_ml,observed_literature,test,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220,10,75.25,24.23,92.84,87.43
Wet-Waste-Biomass-Opt::htc::0187,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220,10,73.6,24.33,91.16,85.49
Wet-Waste-Biomass-Opt::htc::0188,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,42.75,5.88,1.98,44.09,83.0,41.0,53.7,5.3,220,20,51.59,21.51,74.04,68.29
Wet-Waste-Biomass-Opt::htc::0189,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220,20,55.76,21.35,79.42,74.03
Wet-Waste-Biomass-Opt::htc::0190,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220,20,57.47,21.55,82.64,75.58
Wet-Waste-Biomass-Opt::htc::0191,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Food waste,food_waste,42.75,5.88,1.98,44.09,80.0,41.0,53.7,5.3,220,20,57.54,22.29,85.59,78.49
Wet-Waste-Biomass-Opt::htc::0192,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Tag et al., 2018)",htc,Manure,manure,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,225,120,42.21,21.24,73.22,68.06
Wet-Waste-Biomass-Opt::htc::0193,observed_htc_direct_ml,observed_literature,validation,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Tag et al., 2018)",htc,Manure,manure,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,250,120,40.15,25.91,84.95,71.84
Wet-Waste-Biomass-Opt::htc::0194,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Tag et al., 2018)",htc,Manure,manure,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,275,120,32.76,26.11,69.86,56.9
Wet-Waste-Biomass-Opt::htc::0195,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Tag et al., 2018)",htc,Manure,manure,35.7,5.27,9.61,41.22,30.0,68.3,23.5,8.2,300,120,53.16,19.01,82.53,79.77
Wet-Waste-Biomass-Opt::htc::0196,observed_htc_direct_ml,observed_literature,validation,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Gascó et al., 2018)",htc,Manure,manure,34.26,4.83,2.67,17.04,70.0,39.4,19.4,41.2,200,120,58.76,14.67,55.85,57.92
Wet-Waste-Biomass-Opt::htc::0197,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Gascó et al., 2018)",htc,Manure,manure,34.26,4.83,2.67,17.04,70.0,39.4,19.4,41.2,220,120,42.3,11.19,30.67,32.83
Wet-Waste-Biomass-Opt::htc::0198,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Gascó et al., 2018)",htc,Manure,manure,34.26,4.83,2.67,17.04,70.0,39.4,19.4,41.2,240,120,47.59,11.04,34.04,35.8
Wet-Waste-Biomass-Opt::htc::0199,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,,htc,Manure,manure,40.85,6.3,3.73,31.72,86.0,81.51,1.09,17.4,220,600,49.78,23.14,67.21,62.77
Wet-Waste-Biomass-Opt::htc::0200,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Lang et al., 2019)",htc,Manure,manure,39.57,5.78,3.37,34.12,80.0,81.41,1.43,17.16,180,600,66.38,19.59,83.67,77.54
Wet-Waste-Biomass-Opt::htc::0201,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Lang et al., 2019)",htc,Manure,manure,39.57,5.78,3.37,34.12,80.0,81.41,1.43,17.16,200,600,61.56,20.4,80.79,72.87
Wet-Waste-Biomass-Opt::htc::0202,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Lang et al., 2019)",htc,Manure,manure,39.57,5.78,3.37,34.12,80.0,81.41,1.43,17.16,220,600,55.54,21.76,77.76,71.08
Wet-Waste-Biomass-Opt::htc::0203,observed_htc_direct_ml,observed_literature,test,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Lang et al., 2019)",htc,Manure,manure,39.57,5.78,3.37,34.12,95.0,81.41,1.43,17.16,200,240,58.34,10.71,59.69,64.03
Wet-Waste-Biomass-Opt::htc::0204,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Wu et al., 2017)",htc,Manure,manure,36.21,5.14,2.39,51.16,95.0,70.72,24.18,5.1,220,240,51.55,13.12,64.6,59.22
Wet-Waste-Biomass-Opt::htc::0205,observed_htc_direct_ml,observed_literature,test,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Wu et al., 2017)",htc,Manure,manure,36.21,5.14,2.39,51.16,95.0,70.72,24.18,5.1,240,240,49.6,13.18,62.49,57.53
Wet-Waste-Biomass-Opt::htc::0206,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Wu et al., 2017)",htc,Manure,manure,36.21,5.14,2.39,51.16,95.0,70.72,24.18,5.1,260,240,44.41,13.15,55.81,51.68
Wet-Waste-Biomass-Opt::htc::0207,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Wu et al., 2017)",htc,Manure,manure,36.21,5.14,2.39,51.16,95.0,70.72,24.18,5.1,280,240,43.48,12.86,53.45,49.94
Wet-Waste-Biomass-Opt::htc::0208,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,180,5,93.6,17.94,98.77,97.15
Wet-Waste-Biomass-Opt::htc::0209,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,220,5,66.6,20.09,78.74,73.14
Wet-Waste-Biomass-Opt::htc::0210,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,260,5,48.3,21.9,62.23,56.17
Wet-Waste-Biomass-Opt::htc::0211,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,180,30,84.0,18.27,90.32,87.38
Wet-Waste-Biomass-Opt::htc::0212,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,220,30,69.8,21.18,86.99,78.53
Wet-Waste-Biomass-Opt::htc::0213,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Toufiq Reza et al., 2016)",htc,Manure,manure,44.8,5.2,2.3,31.25,83.0,74.14,9.41,16.45,260,30,50.8,23.36,69.83,61.23
Wet-Waste-Biomass-Opt::htc::0214,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,150,30,87.17,16.85,88.44,90.93
Wet-Waste-Biomass-Opt::htc::0215,observed_htc_direct_ml,observed_literature,test,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,175,30,75.36,16.96,76.93,76.29
Wet-Waste-Biomass-Opt::htc::0216,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,200,30,41.8,21.67,54.54,50.88
Wet-Waste-Biomass-Opt::htc::0217,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,225,30,38.39,21.93,50.68,46.31
Wet-Waste-Biomass-Opt::htc::0218,observed_htc_direct_ml,observed_literature,validation,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,250,30,32.74,25.51,50.28,42.83
Wet-Waste-Biomass-Opt::htc::0219,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,275,30,26.37,22.53,35.77,31.36
Wet-Waste-Biomass-Opt::htc::0220,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,300,30,29.51,27.21,48.34,40.23
Wet-Waste-Biomass-Opt::htc::0221,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,150,120,80.46,16.82,81.49,81.79
Wet-Waste-Biomass-Opt::htc::0222,observed_htc_direct_ml,observed_literature,validation,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,175,120,41.94,19.63,49.57,48.13
Wet-Waste-Biomass-Opt::htc::0223,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,200,120,45.76,22.29,61.4,56.4
Wet-Waste-Biomass-Opt::htc::0224,observed_htc_direct_ml,observed_literature,validation,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,225,120,35.41,22.95,48.93,43.55
Wet-Waste-Biomass-Opt::htc::0225,observed_htc_direct_ml,observed_literature,test,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,250,120,32.76,26.14,51.56,44.14
Wet-Waste-Biomass-Opt::htc::0226,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,275,120,30.08,25.34,45.89,39.36
Wet-Waste-Biomass-Opt::htc::0227,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,300,120,25.74,24.82,38.46,32.7
Wet-Waste-Biomass-Opt::htc::0228,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,150,480,71.36,18.14,77.94,76.23
Wet-Waste-Biomass-Opt::htc::0229,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,175,480,45.15,21.64,58.82,55.78
Wet-Waste-Biomass-Opt::htc::0230,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,200,480,39.88,22.72,54.55,49.44
Wet-Waste-Biomass-Opt::htc::0231,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,225,480,33.34,23.33,46.83,41.58
Wet-Waste-Biomass-Opt::htc::0232,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,250,480,32.75,25.85,50.98,43.77
Wet-Waste-Biomass-Opt::htc::0233,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,275,480,28.34,25.07,42.77,36.84
Wet-Waste-Biomass-Opt::htc::0234,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ghanim et al., 2016)",htc,Manure,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,300,480,23.13,22.44,31.25,27.3
Wet-Waste-Biomass-Opt::htc::0235,observed_htc_direct_ml,observed_literature,test,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,170,60,63.0,19.33,63.59,65.44
Wet-Waste-Biomass-Opt::htc::0236,observed_htc_direct_ml,observed_literature,validation,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,250,60,51.0,24.5,65.24,61.22
Wet-Waste-Biomass-Opt::htc::0237,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,350,60,29.0,23.52,35.62,32.81
Wet-Waste-Biomass-Opt::htc::0238,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,500,30,18.0,19.78,18.6,19.28
Wet-Waste-Biomass-Opt::htc::0239,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,170,60,44.0,21.34,50.32,50.21
Wet-Waste-Biomass-Opt::htc::0240,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,250,60,32.0,27.25,46.74,43.66
Wet-Waste-Biomass-Opt::htc::0241,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,350,60,15.0,25.33,20.37,18.69
Wet-Waste-Biomass-Opt::htc::0242,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Ekpo et al., 2016)",htc,Manure,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,500,30,11.0,20.24,11.93,12.25
Wet-Waste-Biomass-Opt::htc::0243,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Manure,manure,40.88,5.47,4.39,38.76,83.3,60.2,29.3,10.5,220,30,53.03,20.22,72.84,67.13
Wet-Waste-Biomass-Opt::htc::0244,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Manure,manure,40.88,5.47,4.39,38.76,80.0,60.2,29.3,10.5,220,30,58.68,19.76,78.78,73.15
Wet-Waste-Biomass-Opt::htc::0245,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Manure,manure,40.88,5.47,4.39,38.76,80.0,60.2,29.3,10.5,220,30,59.46,19.58,79.08,72.88
Wet-Waste-Biomass-Opt::htc::0246,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Manure,manure,40.88,5.47,4.39,38.76,80.0,60.2,29.3,10.5,220,30,62.45,19.22,81.55,76.32
Wet-Waste-Biomass-Opt::htc::0247,observed_htc_direct_ml,observed_literature,test,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Catalkopru et al., 2017)",htc,Manure,manure,40.85,6.3,3.73,31.72,87.5,81.51,1.09,17.4,220,600,49.78,23.2,67.38,62.77
Wet-Waste-Biomass-Opt::htc::0248,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Reza et al., 2018)",htc,Manure,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,180,5,93.6,17.94,98.48,97.15
Wet-Waste-Biomass-Opt::htc::0249,observed_htc_direct_ml,observed_literature,test,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Reza et al., 2018)",htc,Manure,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,220,5,66.6,20.09,78.51,73.14
Wet-Waste-Biomass-Opt::htc::0250,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Reza et al., 2018)",htc,Manure,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,260,5,48.3,21.89,62.03,56.17
Wet-Waste-Biomass-Opt::htc::0251,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Reza et al., 2018)",htc,Manure,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,180,30,84.0,18.27,90.04,87.38
Wet-Waste-Biomass-Opt::htc::0252,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Reza et al., 2018)",htc,Manure,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,220,30,69.8,21.17,86.71,78.53
Wet-Waste-Biomass-Opt::htc::0253,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Reza et al., 2018)",htc,Manure,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,260,30,50.8,23.37,69.65,61.23
Wet-Waste-Biomass-Opt::htc::0254,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Yao and Ma, 2018)",htc,Lignin/cellulose,other_biomass,47.11,6.71,0.22,43.5,80.0,80.02,17.58,2.4,200,30,58.6,20.94,59.68,64.83
Wet-Waste-Biomass-Opt::htc::0255,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Yao and Ma, 2018)",htc,Lignin/cellulose,other_biomass,47.11,6.71,0.22,43.5,80.0,80.02,17.58,2.4,230,30,50.6,23.68,58.28,62.38
Wet-Waste-Biomass-Opt::htc::0256,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Yao and Ma, 2018)",htc,Lignin/cellulose,other_biomass,47.11,6.71,0.22,43.5,80.0,80.02,17.58,2.4,260,30,38.1,27.98,51.85,54.6
Wet-Waste-Biomass-Opt::htc::0257,observed_htc_direct_ml,observed_literature,test,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Zhang et al., 2019)",htc,Lignin/cellulose,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,180,240,67.9,18.92,71.87,72.31
Wet-Waste-Biomass-Opt::htc::0258,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Zhang et al., 2019)",htc,Lignin/cellulose,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,200,240,62.24,19.7,68.59,69.11
Wet-Waste-Biomass-Opt::htc::0259,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Zhang et al., 2019)",htc,Lignin/cellulose,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,220,60,58.59,21.98,72.04,72.22
Wet-Waste-Biomass-Opt::htc::0260,observed_htc_direct_ml,observed_literature,train,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,"(Zhang et al., 2019)",htc,Lignin/cellulose,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,220,120,56.26,24.47,77.02,76.32
