sample_id,source_repo,source_file,source_dataset_kind,feedstock_name,blending_case,reference_label,pathway,feedstock_group,feedstock_carbon_pct,feedstock_hydrogen_pct,feedstock_nitrogen_pct,feedstock_oxygen_pct,feedstock_moisture_pct,feedstock_volatile_matter_pct,feedstock_fixed_carbon_pct,feedstock_ash_pct,feedstock_hhv_mj_per_kg,process_temperature_c,residence_time_min,heating_rate_c_per_min,blend_manure_ratio,blend_wet_waste_ratio,product_char_yield_pct,product_char_hhv_mj_per_kg,energy_recovery_pct,carbon_retention_pct
Wet-Waste-Biomass-Opt::htc::0214,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,150,30,,,,87.17,16.85,88.44,90.93
Wet-Waste-Biomass-Opt::htc::0215,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,175,30,,,,75.36,16.96,76.93,76.29
Wet-Waste-Biomass-Opt::htc::0216,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,200,30,,,,41.8,21.67,54.54,50.88
Wet-Waste-Biomass-Opt::htc::0217,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,225,30,,,,38.39,21.93,50.68,46.31
Wet-Waste-Biomass-Opt::htc::0218,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,250,30,,,,32.74,25.51,50.28,42.83
Wet-Waste-Biomass-Opt::htc::0219,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,275,30,,,,26.37,22.53,35.77,31.36
Wet-Waste-Biomass-Opt::htc::0220,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,300,30,,,,29.51,27.21,48.34,40.23
Wet-Waste-Biomass-Opt::htc::0221,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,150,120,,,,80.46,16.82,81.49,81.79
Wet-Waste-Biomass-Opt::htc::0222,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,175,120,,,,41.94,19.63,49.57,48.13
Wet-Waste-Biomass-Opt::htc::0223,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,200,120,,,,45.76,22.29,61.4,56.4
Wet-Waste-Biomass-Opt::htc::0224,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,225,120,,,,35.41,22.95,48.93,43.55
Wet-Waste-Biomass-Opt::htc::0225,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,250,120,,,,32.76,26.14,51.56,44.14
Wet-Waste-Biomass-Opt::htc::0226,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,275,120,,,,30.08,25.34,45.89,39.36
Wet-Waste-Biomass-Opt::htc::0227,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,300,120,,,,25.74,24.82,38.46,32.7
Wet-Waste-Biomass-Opt::htc::0228,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,150,480,,,,71.36,18.14,77.94,76.23
Wet-Waste-Biomass-Opt::htc::0229,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,175,480,,,,45.15,21.64,58.82,55.78
Wet-Waste-Biomass-Opt::htc::0230,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,200,480,,,,39.88,22.72,54.55,49.44
Wet-Waste-Biomass-Opt::htc::0231,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,225,480,,,,33.34,23.33,46.83,41.58
Wet-Waste-Biomass-Opt::htc::0232,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,250,480,,,,32.75,25.85,50.98,43.77
Wet-Waste-Biomass-Opt::htc::0233,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,275,480,,,,28.34,25.07,42.77,36.84
Wet-Waste-Biomass-Opt::htc::0234,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,42.22,5.59,4.19,31.63,37.0,72.95,10.67,16.37,,300,480,,,,23.13,22.44,31.25,27.3
Wet-Waste-Biomass-Opt::htc::0235,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,,170,60,,,,63.0,19.33,63.59,65.44
Wet-Waste-Biomass-Opt::htc::0236,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,,250,60,,,,51.0,24.5,65.24,61.22
Wet-Waste-Biomass-Opt::htc::0237,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,,350,60,,,,29.0,23.52,35.62,32.81
Wet-Waste-Biomass-Opt::htc::0238,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,,500,30,,,,18.0,19.78,18.6,19.28
Wet-Waste-Biomass-Opt::htc::0239,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,,170,60,,,,44.0,21.34,50.32,50.21
Wet-Waste-Biomass-Opt::htc::0240,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,,250,60,,,,32.0,27.25,46.74,43.66
Wet-Waste-Biomass-Opt::htc::0241,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,,350,60,,,,15.0,25.33,20.37,18.69
Wet-Waste-Biomass-Opt::htc::0242,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,46.4,6.3,3.0,30.99,90.0,64.05,22.64,13.31,,500,30,,,,11.0,20.24,11.93,12.25
Wet-Waste-Biomass-Opt::htc::0243,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,40.88,5.47,4.39,38.76,83.3,60.2,29.3,10.5,,220,30,,,,53.03,20.22,72.84,67.13
Wet-Waste-Biomass-Opt::htc::0244,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,40.88,5.47,4.39,38.76,80.0,60.2,29.3,10.5,,220,30,,,,58.68,19.76,78.78,73.15
Wet-Waste-Biomass-Opt::htc::0245,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,40.88,5.47,4.39,38.76,80.0,60.2,29.3,10.5,,220,30,,,,59.46,19.58,79.08,72.88
Wet-Waste-Biomass-Opt::htc::0246,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,40.88,5.47,4.39,38.76,80.0,60.2,29.3,10.5,,220,30,,,,62.45,19.22,81.55,76.32
Wet-Waste-Biomass-Opt::htc::0247,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,40.85,6.3,3.73,31.72,87.5,81.51,1.09,17.4,,220,600,,,,49.78,23.2,67.38,62.77
Wet-Waste-Biomass-Opt::htc::0248,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,,180,5,,,,93.6,17.94,98.48,97.15
Wet-Waste-Biomass-Opt::htc::0249,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,,220,5,,,,66.6,20.09,78.51,73.14
Wet-Waste-Biomass-Opt::htc::0250,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,,260,5,,,,48.3,21.89,62.03,56.17
Wet-Waste-Biomass-Opt::htc::0251,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,,180,30,,,,84.0,18.27,90.04,87.38
Wet-Waste-Biomass-Opt::htc::0252,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,,220,30,,,,69.8,21.17,86.71,78.53
Wet-Waste-Biomass-Opt::htc::0253,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Manure,single_source_reference,,htc,manure,44.8,5.2,2.3,30.97,83.3,74.81,8.46,16.73,,260,30,,,,50.8,23.37,69.65,61.23
Wet-Waste-Biomass-Opt::htc::0254,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,47.11,6.71,0.22,43.5,80.0,80.02,17.58,2.4,,200,30,,,,58.6,20.94,59.68,64.83
Wet-Waste-Biomass-Opt::htc::0255,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,47.11,6.71,0.22,43.5,80.0,80.02,17.58,2.4,,230,30,,,,50.6,23.68,58.28,62.38
Wet-Waste-Biomass-Opt::htc::0256,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,47.11,6.71,0.22,43.5,80.0,80.02,17.58,2.4,,260,30,,,,38.1,27.98,51.85,54.6
Wet-Waste-Biomass-Opt::htc::0257,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,,180,240,,,,67.9,18.92,71.87,72.31
Wet-Waste-Biomass-Opt::htc::0258,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,,200,240,,,,62.24,19.7,68.59,69.11
Wet-Waste-Biomass-Opt::htc::0259,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,,220,60,,,,58.59,21.98,72.04,72.22
Wet-Waste-Biomass-Opt::htc::0260,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,,220,120,,,,56.26,24.47,77.02,76.32
Wet-Waste-Biomass-Opt::htc::0261,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,,220,240,,,,51.22,25.14,72.04,71.11
Wet-Waste-Biomass-Opt::htc::0262,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,,220,720,,,,49.78,27.24,75.86,74.32
Wet-Waste-Biomass-Opt::htc::0263,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,,220,1440,,,,48.75,27.69,75.52,73.96
Wet-Waste-Biomass-Opt::htc::0264,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,,240,240,,,,46.23,26.1,67.5,66.88
Wet-Waste-Biomass-Opt::htc::0265,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,45.12,5.77,0.41,45.19,87.7,79.34,17.15,3.51,,260,240,,,,44.17,30.17,74.55,71.62
Wet-Waste-Biomass-Opt::htc::0266,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,48.3,6.66,1.0,40.56,90.9,85.98,10.89,3.14,,150,20,,,,76.0,19.77,77.35,78.01
Wet-Waste-Biomass-Opt::htc::0267,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,48.3,6.66,1.0,40.56,90.9,85.98,10.89,3.14,,250,20,,,,62.0,20.9,66.71,69.7
Wet-Waste-Biomass-Opt::htc::0268,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,48.3,6.66,1.0,40.56,90.9,85.98,10.89,3.14,,350,20,,,,49.0,25.68,64.78,66.98
Wet-Waste-Biomass-Opt::htc::0269,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,40.53,4.93,0.55,45.67,90.9,84.75,6.98,8.3,,160,120,,,,78.5,17.04,81.88,87.35
Wet-Waste-Biomass-Opt::htc::0270,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,40.53,4.93,0.55,45.67,90.9,84.75,6.98,8.3,,180,120,,,,75.2,17.98,82.76,89.43
Wet-Waste-Biomass-Opt::htc::0271,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,40.53,4.93,0.55,45.67,90.9,84.75,6.98,8.3,,200,120,,,,61.8,18.55,70.17,76.83
Wet-Waste-Biomass-Opt::htc::0272,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,40.53,4.93,0.55,45.67,90.9,84.75,6.98,8.3,,200,240,,,,56.3,19.44,66.99,73.75
Wet-Waste-Biomass-Opt::htc::0273,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,40.53,4.93,0.55,45.67,90.9,84.75,6.98,8.3,,200,480,,,,51.5,20.35,64.15,71.27
Wet-Waste-Biomass-Opt::htc::0274,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,40.53,4.93,0.55,45.67,90.9,84.75,6.98,8.3,,200,720,,,,50.5,21.52,66.52,74.75
Wet-Waste-Biomass-Opt::htc::0275,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,40.53,4.93,0.55,45.67,90.9,84.75,6.98,8.3,,200,1440,,,,45.6,21.21,59.2,67.51
Wet-Waste-Biomass-Opt::htc::0276,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,46.18,5.89,0.25,45.0,93.8,90.4,6.72,2.87,,180,60,,,,73.12,19.59,78.35,78.25
Wet-Waste-Biomass-Opt::htc::0277,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,46.18,5.89,0.25,45.0,93.8,90.4,6.72,2.87,,200,60,,,,53.72,20.8,61.12,60.78
Wet-Waste-Biomass-Opt::htc::0278,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,46.18,5.89,0.25,45.0,93.8,90.4,6.72,2.87,,220,60,,,,51.21,21.09,59.08,58.73
Wet-Waste-Biomass-Opt::htc::0279,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,180,60,,,,48.0,19.31,53.37,53.09
Wet-Waste-Biomass-Opt::htc::0280,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,180,120,,,,43.0,20.38,50.46,50.23
Wet-Waste-Biomass-Opt::htc::0281,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,180,180,,,,41.0,20.85,49.22,48.84
Wet-Waste-Biomass-Opt::htc::0282,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,180,240,,,,47.0,21.68,58.67,58.15
Wet-Waste-Biomass-Opt::htc::0283,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,200,60,,,,56.0,21.53,69.42,68.52
Wet-Waste-Biomass-Opt::htc::0284,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,200,120,,,,42.0,21.79,52.69,51.97
Wet-Waste-Biomass-Opt::htc::0285,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,200,180,,,,43.0,22.38,55.41,54.69
Wet-Waste-Biomass-Opt::htc::0286,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,200,240,,,,44.0,22.92,58.07,57.28
Wet-Waste-Biomass-Opt::htc::0287,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,220,60,,,,44.0,22.15,56.12,55.86
Wet-Waste-Biomass-Opt::htc::0288,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,220,120,,,,43.0,23.16,57.34,56.28
Wet-Waste-Biomass-Opt::htc::0289,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,220,180,,,,40.0,23.62,54.4,53.36
Wet-Waste-Biomass-Opt::htc::0290,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.4,5.91,1.5,45.97,95.2,83.02,15.99,0.99,,220,240,,,,37.0,25.07,53.41,51.83
Wet-Waste-Biomass-Opt::htc::0291,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.7,5.45,0.56,45.86,50.0,82.3,13.3,4.34,,160,30,,,,86.59,17.95,89.56,89.56
Wet-Waste-Biomass-Opt::htc::0292,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.7,5.45,0.56,45.86,50.0,82.3,13.3,4.34,,180,30,,,,79.77,18.59,85.45,85.79
Wet-Waste-Biomass-Opt::htc::0293,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.7,5.45,0.56,45.86,50.0,82.3,13.3,4.34,,200,30,,,,71.09,19.94,81.68,81.99
Wet-Waste-Biomass-Opt::htc::0294,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.7,5.45,0.56,45.86,50.0,82.3,13.3,4.34,,220,30,,,,64.22,20.8,76.97,77.15
Wet-Waste-Biomass-Opt::htc::0295,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.7,5.45,0.56,45.86,50.0,82.3,13.3,4.34,,240,30,,,,60.34,22.64,78.72,78.84
Wet-Waste-Biomass-Opt::htc::0296,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,43.7,5.45,0.56,45.86,50.0,82.3,13.3,4.34,,260,30,,,,55.5,25.24,80.72,79.5
Wet-Waste-Biomass-Opt::htc::0297,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,48.3,8.1,2.2,25.2,90.9,73.0,6.9,20.1,,180,30,,,,86.1,22.94,99.09,95.73
Wet-Waste-Biomass-Opt::htc::0298,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,48.3,8.1,2.2,25.2,90.9,73.0,6.9,20.1,,200,30,,,,82.9,23.46,97.57,93.54
Wet-Waste-Biomass-Opt::htc::0299,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,48.3,8.1,2.2,25.2,90.9,73.0,6.9,20.1,,220,30,,,,78.0,22.18,86.8,85.11
Wet-Waste-Biomass-Opt::htc::0300,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,48.3,8.1,2.2,25.2,90.9,73.0,6.9,20.1,,240,30,,,,77.7,21.56,84.04,83.33
Wet-Waste-Biomass-Opt::htc::0301,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,48.3,8.1,2.2,25.2,90.9,73.0,6.9,20.1,,260,30,,,,74.8,21.53,80.8,80.07
Wet-Waste-Biomass-Opt::htc::0302,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,48.3,8.1,2.2,25.2,90.9,73.0,6.9,20.1,,280,30,,,,72.5,20.71,75.33,75.65
Wet-Waste-Biomass-Opt::htc::0303,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,48.3,8.1,2.2,25.2,90.9,73.0,6.9,20.1,,300,30,,,,70.7,20.72,73.49,73.77
Wet-Waste-Biomass-Opt::htc::0304,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,46.47,6.98,3.16,38.35,90.9,81.39,13.41,5.2,,150,40,,,,61.19,19.51,63.03,63.4
Wet-Waste-Biomass-Opt::htc::0305,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,46.47,6.98,3.16,38.35,90.9,81.39,13.41,5.2,,200,40,,,,41.7,22.55,49.65,49.17
Wet-Waste-Biomass-Opt::htc::0306,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,46.47,6.98,3.16,38.35,90.9,81.39,13.41,5.2,,250,40,,,,34.23,29.88,54.0,50.35
Wet-Waste-Biomass-Opt::htc::0307,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,36.65,5.86,3.53,34.2,90.9,68.42,11.82,19.76,,180,60,,,,47.81,18.53,58.07,59.88
Wet-Waste-Biomass-Opt::htc::0308,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,36.65,5.86,3.53,34.2,90.9,68.42,11.82,19.76,,210,60,,,,47.95,19.03,59.81,61.77
Wet-Waste-Biomass-Opt::htc::0309,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,36.65,5.86,3.53,34.2,90.9,68.42,11.82,19.76,,240,60,,,,33.18,20.18,43.89,45.55
Wet-Waste-Biomass-Opt::htc::0310,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,36.65,5.86,3.53,34.2,90.9,68.42,11.82,19.76,,270,60,,,,28.82,20.41,38.56,40.29
Wet-Waste-Biomass-Opt::htc::0311,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,36.65,5.86,3.53,34.2,90.9,68.42,11.82,19.76,,210,10,,,,53.71,18.13,63.83,65.76
Wet-Waste-Biomass-Opt::htc::0312,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,36.65,5.86,3.53,34.2,90.9,68.42,11.82,19.76,,210,30,,,,51.66,19.0,64.34,66.54
Wet-Waste-Biomass-Opt::htc::0313,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,36.65,5.86,3.53,34.2,90.9,68.42,11.82,19.76,,210,90,,,,42.91,18.73,52.68,54.52
Wet-Waste-Biomass-Opt::htc::0314,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,50.6,5.62,0.12,43.49,90.9,82.54,17.29,0.17,,200,120,,,,71.0,22.84,81.11,79.8
