sample_id,source_repo,source_file,source_dataset_kind,feedstock_name,blending_case,reference_label,pathway,feedstock_group,feedstock_carbon_pct,feedstock_hydrogen_pct,feedstock_nitrogen_pct,feedstock_oxygen_pct,feedstock_moisture_pct,feedstock_volatile_matter_pct,feedstock_fixed_carbon_pct,feedstock_ash_pct,feedstock_hhv_mj_per_kg,process_temperature_c,residence_time_min,heating_rate_c_per_min,blend_manure_ratio,blend_wet_waste_ratio,product_char_yield_pct,product_char_hhv_mj_per_kg,energy_recovery_pct,carbon_retention_pct
Wet-Waste-Biomass-Opt::htc::0431,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,46.2,6.56,0.22,41.95,83.3,81.39,13.53,5.07,,220,60,,,,61.79,23.18,77.94,76.84
Wet-Waste-Biomass-Opt::htc::0432,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,46.2,6.56,0.22,41.95,83.3,81.39,13.53,5.07,,240,60,,,,56.06,25.13,76.66,75.44
Wet-Waste-Biomass-Opt::htc::0433,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,46.2,6.56,0.22,41.95,83.3,81.39,13.53,5.07,,260,60,,,,51.8,26.42,74.47,72.79
Wet-Waste-Biomass-Opt::htc::0434,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,46.2,6.56,0.22,41.95,83.3,81.39,13.53,5.07,,280,60,,,,50.36,26.55,72.76,71.16
Wet-Waste-Biomass-Opt::htc::0435,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,46.2,6.56,0.22,41.95,83.3,81.39,13.53,5.07,,300,60,,,,48.25,27.4,71.94,70.11
Wet-Waste-Biomass-Opt::htc::0436,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,46.2,6.56,0.22,41.95,83.3,81.39,13.53,5.07,,240,120,,,,53.33,25.73,74.67,73.36
Wet-Waste-Biomass-Opt::htc::0437,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,46.2,6.56,0.22,41.95,83.3,81.39,13.53,5.07,,240,90,,,,54.35,26.27,77.7,75.81
Wet-Waste-Biomass-Opt::htc::0438,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,46.2,6.56,0.22,41.95,83.3,81.39,13.53,5.07,,240,30,,,,57.03,24.15,74.95,73.86
Wet-Waste-Biomass-Opt::htc::0439,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,46.2,6.56,0.22,41.95,83.3,81.39,13.53,5.07,,240,0,,,,60.53,21.45,70.66,70.37
Wet-Waste-Biomass-Opt::htc::0440,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,44.9,6.02,0.33,46.78,93.8,91.84,6.05,2.12,,180,60,,,,65.88,19.71,72.96,72.92
Wet-Waste-Biomass-Opt::htc::0441,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,44.9,6.02,0.33,46.78,93.8,91.84,6.05,2.12,,200,30,,,,61.0,20.61,70.64,70.37
Wet-Waste-Biomass-Opt::htc::0442,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,44.9,6.02,0.33,46.78,93.8,91.84,6.05,2.12,,200,60,,,,60.9,20.91,71.55,71.21
Wet-Waste-Biomass-Opt::htc::0443,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,44.9,6.02,0.33,46.78,93.8,91.84,6.05,2.12,,200,90,,,,60.36,20.95,71.05,70.71
Wet-Waste-Biomass-Opt::htc::0444,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,44.9,6.02,0.33,46.78,95.2,91.84,6.05,2.12,,220,5,,,,59.2,20.59,68.49,68.3
Wet-Waste-Biomass-Opt::htc::0445,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,44.9,6.02,0.33,46.78,95.2,91.84,6.05,2.12,,220,60,,,,55.96,21.73,68.32,67.92
Wet-Waste-Biomass-Opt::htc::0446,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,44.9,6.02,0.33,46.78,95.2,91.84,6.05,2.12,,200,60,,,,62.85,20.68,73.03,72.65
Wet-Waste-Biomass-Opt::htc::0447,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Lignin/cellulose,single_source_reference,,htc,other_biomass,44.9,6.02,0.33,46.78,95.2,91.84,6.05,2.12,,200,240,,,,70.0,21.35,83.97,83.1
Wet-Waste-Biomass-Opt::htc::0448,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.06,6.85,0.83,37.08,95.2,76.11,15.71,8.18,,150,60,,,,77.93,19.11,78.87,79.11
Wet-Waste-Biomass-Opt::htc::0449,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.06,6.85,0.83,37.08,95.2,76.11,15.71,8.18,,180,60,,,,63.68,20.71,69.84,69.42
Wet-Waste-Biomass-Opt::htc::0450,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.06,6.85,0.83,37.08,95.2,76.11,15.71,8.18,,210,60,,,,60.55,21.6,69.27,68.54
Wet-Waste-Biomass-Opt::htc::0451,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.06,6.85,0.83,37.08,95.2,76.11,15.71,8.18,,240,60,,,,46.25,25.72,63.0,60.54
Wet-Waste-Biomass-Opt::htc::0452,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.06,6.85,0.83,37.08,95.2,76.11,15.71,8.18,,270,60,,,,30.95,29.71,48.7,45.62
Wet-Waste-Biomass-Opt::htc::0453,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.06,6.85,0.83,37.08,95.2,76.11,15.71,8.18,,300,60,,,,29.0,29.69,45.6,43.27
Wet-Waste-Biomass-Opt::htc::0454,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.06,6.85,0.83,37.08,95.2,76.11,15.71,8.18,,240,30,,,,50.96,25.03,67.55,64.97
Wet-Waste-Biomass-Opt::htc::0455,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.06,6.85,0.83,37.08,95.2,76.11,15.71,8.18,,240,45,,,,47.55,25.35,63.84,61.46
Wet-Waste-Biomass-Opt::htc::0456,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.06,6.85,0.83,37.08,95.2,76.11,15.71,8.18,,240,90,,,,41.24,27.61,60.3,57.26
Wet-Waste-Biomass-Opt::htc::0457,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.06,6.85,0.83,37.08,95.2,76.11,15.71,8.18,,240,120,,,,40.15,27.71,58.92,56.29
Wet-Waste-Biomass-Opt::htc::0458,Wet-Waste-Biomass-Opt,HTC_data.csv,literature_experiment,Food waste,single_source_reference,,htc,food_waste,47.06,6.85,0.83,37.08,95.2,76.11,15.71,8.18,,240,180,,,,40.0,28.11,59.55,56.63
Wet-Waste-Biomass-Opt::pyrolysis::0001,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,[1],pyrolysis,unknown,52.05,5.37,0.49,42.1,,73.5,13.2,8.6,21.2,500,60,10.0,,,35.26,28.85,47.99,53.79
Wet-Waste-Biomass-Opt::pyrolysis::0002,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,43.06,5.98,0.55,50.42,,79.4,10.8,2.9,16.44,500,60,10.0,,,29.05,21.34,37.72,43.8
Wet-Waste-Biomass-Opt::pyrolysis::0003,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,45.03,6.15,0.94,47.89,,78.0,7.6,5.8,17.4,500,60,10.0,,,29.8,29.06,49.76,44.8
Wet-Waste-Biomass-Opt::pyrolysis::0004,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,[2],pyrolysis,unknown,42.72,5.61,0.44,51.24,,82.6,4.97,5.27,16.38,500,60,10.0,,,33.6,18.79,38.54,50.09
Wet-Waste-Biomass-Opt::pyrolysis::0005,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,42.76,5.99,0.39,50.88,,82.7,3.22,0.24,16.27,500,60,10.0,,,30.24,20.12,37.4,46.2
Wet-Waste-Biomass-Opt::pyrolysis::0006,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,[4],pyrolysis,unknown,47.58,6.13,0.52,45.73,,85.53,13.32,1.15,16.85,700,10,5.0,,,29.92,28.02,49.76,55.41
Wet-Waste-Biomass-Opt::pyrolysis::0007,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,47.58,6.13,0.52,45.73,,85.53,13.32,1.15,16.85,700,10,10.0,,,21.98,28.25,36.86,41.45
Wet-Waste-Biomass-Opt::pyrolysis::0008,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,47.58,6.13,0.52,45.73,,85.53,13.32,1.15,16.85,700,10,20.0,,,20.08,27.76,33.08,36.81
Wet-Waste-Biomass-Opt::pyrolysis::0009,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,47.58,6.13,0.52,45.73,,85.53,13.32,1.15,16.85,700,10,30.0,,,18.17,27.29,29.44,32.83
Wet-Waste-Biomass-Opt::pyrolysis::0010,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,[5],pyrolysis,unknown,47.58,6.13,0.52,45.73,,85.53,13.32,1.15,16.85,300,10,10.0,,,49.3,25.43,74.4,71.04
Wet-Waste-Biomass-Opt::pyrolysis::0011,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,47.58,6.13,0.52,45.73,,85.53,13.32,1.15,16.85,400,10,10.0,,,30.7,27.46,50.03,48.16
Wet-Waste-Biomass-Opt::pyrolysis::0012,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,47.58,6.13,0.52,45.73,,85.53,13.32,1.15,16.85,500,10,10.0,,,26.0,28.15,43.44,43.23
Wet-Waste-Biomass-Opt::pyrolysis::0013,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,47.58,6.13,0.52,45.73,,85.53,13.32,1.15,16.85,600,10,10.0,,,24.3,28.97,41.78,42.87
Wet-Waste-Biomass-Opt::pyrolysis::0014,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,47.58,6.13,0.52,45.73,,85.53,13.32,1.15,16.85,700,10,10.0,,,23.6,29.56,41.4,43.82
Wet-Waste-Biomass-Opt::pyrolysis::0015,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,[8],pyrolysis,unknown,48.12,6.48,1.89,43.51,,69.5,15.9,2.9,18.92,400,30,10.0,,,35.83,28.64,54.23,59.31
Wet-Waste-Biomass-Opt::pyrolysis::0016,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,48.12,6.48,1.89,43.51,,69.5,15.9,2.9,18.92,500,30,10.0,,,22.62,28.38,33.93,39.15
Wet-Waste-Biomass-Opt::pyrolysis::0017,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,48.12,6.48,1.89,43.51,,69.5,15.9,2.9,18.92,600,30,10.0,,,21.07,27.18,30.27,36.92
Wet-Waste-Biomass-Opt::pyrolysis::0018,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,46.21,6.01,1.91,45.87,,65.3,15.6,11.7,18.11,500,30,10.0,,,27.28,23.69,35.68,45.67
Wet-Waste-Biomass-Opt::pyrolysis::0019,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,48.37,4.98,0.38,46.27,,70.4,18.5,1.2,19.46,500,30,10.0,,,22.33,30.47,34.96,40.44
Wet-Waste-Biomass-Opt::pyrolysis::0020,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,[11],pyrolysis,unknown,47.0,6.44,0.44,45.63,,80.57,18.06,1.37,18.27,500,30,7.0,,,31.05,27.65,46.99,51.35
Wet-Waste-Biomass-Opt::pyrolysis::0021,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,46.8,6.45,0.47,45.74,,80.06,18.1,1.83,18.17,500,30,7.0,,,30.53,27.57,46.33,51.18
Wet-Waste-Biomass-Opt::pyrolysis::0022,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,48.02,6.71,0.52,44.19,,79.76,18.22,2.02,18.7,500,30,7.0,,,30.79,28.31,46.61,51.35
Wet-Waste-Biomass-Opt::pyrolysis::0023,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,47.03,6.45,0.53,45.46,,80.59,17.03,1.21,18.29,500,30,7.0,,,30.26,28.45,47.08,51.63
Wet-Waste-Biomass-Opt::pyrolysis::0024,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,[14],pyrolysis,unknown,30.52,48.97,0.34,20.17,,74.1,25.9,2.0,20.77,600,60,5.0,,,31.8,33.6,51.45,94.41
Wet-Waste-Biomass-Opt::pyrolysis::0025,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,26.77,46.89,0.45,25.89,,85.3,14.7,4.4,17.91,600,60,5.0,,,27.7,30.1,46.56,91.68
Wet-Waste-Biomass-Opt::pyrolysis::0026,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,27.22,49.96,0.71,22.1,,80.9,19.1,19.6,14.15,600,60,5.0,,,39.0,19.3,53.19,78.08
Wet-Waste-Biomass-Opt::pyrolysis::0027,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.21,44.14,1.02,23.63,,77.2,22.8,0.6,20.6,600,60,5.0,,,28.2,33.7,46.13,84.85
Wet-Waste-Biomass-Opt::pyrolysis::0028,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,28.63,48.57,0.92,21.88,,85.9,14.1,7.9,16.74,600,60,5.0,,,30.3,26.5,47.98,79.69
Wet-Waste-Biomass-Opt::pyrolysis::0029,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,25.15,49.87,2.62,22.35,,93.1,6.9,4.2,16.48,600,60,5.0,,,28.0,31.4,53.34,92.61
Wet-Waste-Biomass-Opt::pyrolysis::0030,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,29.49,48.9,1.03,20.59,,80.5,19.0,4.5,18.79,600,60,5.0,,,30.5,24.1,39.11,74.27
Wet-Waste-Biomass-Opt::pyrolysis::0031,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,24.68,49.69,0.38,25.26,,85.3,14.7,5.3,17.64,600,60,5.0,,,30.8,26.6,46.45,103.09
Wet-Waste-Biomass-Opt::pyrolysis::0032,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,[15],pyrolysis,unknown,51.88,6.21,0.16,41.76,,84.75,15.09,0.15,18.27,350,60,10.0,,,32.7,29.47,52.75,47.74
Wet-Waste-Biomass-Opt::pyrolysis::0033,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,51.88,6.21,0.16,41.76,,84.75,15.09,0.15,18.27,400,60,10.0,,,27.9,29.96,45.75,41.87
Wet-Waste-Biomass-Opt::pyrolysis::0034,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,51.88,6.21,0.16,41.76,,84.75,15.09,0.15,18.27,500,60,10.0,,,23.3,32.4,41.32,38.53
Wet-Waste-Biomass-Opt::pyrolysis::0035,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,51.88,6.21,0.16,41.76,,84.75,15.09,0.15,18.27,600,60,10.0,,,20.7,33.96,38.48,36.53
Wet-Waste-Biomass-Opt::pyrolysis::0036,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,[17],pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,370,5,5.0,,,41.4,26.63,58.25,89.58
Wet-Waste-Biomass-Opt::pyrolysis::0037,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,370,15,5.0,,,37.75,26.26,52.38,82.32
Wet-Waste-Biomass-Opt::pyrolysis::0038,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,370,45,5.0,,,33.78,26.91,48.02,74.3
Wet-Waste-Biomass-Opt::pyrolysis::0039,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,370,5,20.0,,,37.27,26.7,52.58,80.32
Wet-Waste-Biomass-Opt::pyrolysis::0040,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,370,15,20.0,,,33.4,26.32,46.46,72.47
Wet-Waste-Biomass-Opt::pyrolysis::0041,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,370,45,20.0,,,33.06,26.31,45.96,71.33
Wet-Waste-Biomass-Opt::pyrolysis::0042,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,370,5,50.0,,,33.23,25.52,44.81,69.41
Wet-Waste-Biomass-Opt::pyrolysis::0043,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,370,15,50.0,,,30.82,27.16,44.23,68.9
Wet-Waste-Biomass-Opt::pyrolysis::0044,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,370,45,50.0,,,30.35,27.0,43.28,67.51
Wet-Waste-Biomass-Opt::pyrolysis::0045,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,410,5,5.0,,,34.45,26.85,48.88,76.88
Wet-Waste-Biomass-Opt::pyrolysis::0046,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,410,15,5.0,,,33.75,26.69,47.58,75.49
Wet-Waste-Biomass-Opt::pyrolysis::0047,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,410,45,5.0,,,32.89,26.96,46.85,74.55
Wet-Waste-Biomass-Opt::pyrolysis::0048,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,410,5,20.0,,,32.33,26.24,44.82,70.02
Wet-Waste-Biomass-Opt::pyrolysis::0049,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,410,15,20.0,,,31.71,26.81,44.93,70.73
Wet-Waste-Biomass-Opt::pyrolysis::0050,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,410,45,20.0,,,29.12,26.46,40.71,64.61
Wet-Waste-Biomass-Opt::pyrolysis::0051,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,410,5,50.0,,,30.69,26.78,43.43,67.45
Wet-Waste-Biomass-Opt::pyrolysis::0052,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,410,15,50.0,,,29.88,26.78,42.27,66.35
Wet-Waste-Biomass-Opt::pyrolysis::0053,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,410,45,50.0,,,28.53,27.55,41.53,65.73
Wet-Waste-Biomass-Opt::pyrolysis::0054,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,450,5,5.0,,,31.13,28.36,46.65,73.54
Wet-Waste-Biomass-Opt::pyrolysis::0055,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,450,15,5.0,,,29.79,28.39,44.68,71.08
Wet-Waste-Biomass-Opt::pyrolysis::0056,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,450,45,5.0,,,29.17,27.87,42.96,69.04
Wet-Waste-Biomass-Opt::pyrolysis::0057,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,450,5,20.0,,,28.56,27.04,40.8,65.11
Wet-Waste-Biomass-Opt::pyrolysis::0058,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,450,15,20.0,,,28.22,27.1,40.42,64.76
Wet-Waste-Biomass-Opt::pyrolysis::0059,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,450,45,20.0,,,28.95,26.94,41.21,66.39
Wet-Waste-Biomass-Opt::pyrolysis::0060,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,450,5,50.0,,,28.07,26.71,39.62,63.57
Wet-Waste-Biomass-Opt::pyrolysis::0061,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,450,15,50.0,,,27.85,26.85,39.51,63.99
Wet-Waste-Biomass-Opt::pyrolysis::0062,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,31.26,44.18,0.27,24.3,,83.12,7.38,2.41,18.93,450,45,50.0,,,27.38,27.02,39.1,63.75
Wet-Waste-Biomass-Opt::pyrolysis::0063,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,34.93,45.96,1.4,17.72,,58.19,25.57,8.92,21.71,370,5,5.0,,,54.01,22.84,56.83,91.1
Wet-Waste-Biomass-Opt::pyrolysis::0064,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,34.93,45.96,1.4,17.72,,58.19,25.57,8.92,21.71,370,15,5.0,,,53.89,22.25,55.23,91.08
Wet-Waste-Biomass-Opt::pyrolysis::0065,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,34.93,45.96,1.4,17.72,,58.19,25.57,8.92,21.71,370,45,5.0,,,55.12,23.55,59.81,96.37
Wet-Waste-Biomass-Opt::pyrolysis::0066,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,34.93,45.96,1.4,17.72,,58.19,25.57,8.92,21.71,370,5,20.0,,,52.49,23.38,56.55,90.57
Wet-Waste-Biomass-Opt::pyrolysis::0067,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,34.93,45.96,1.4,17.72,,58.19,25.57,8.92,21.71,370,15,20.0,,,51.65,23.32,55.5,90.15
Wet-Waste-Biomass-Opt::pyrolysis::0068,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,34.93,45.96,1.4,17.72,,58.19,25.57,8.92,21.71,370,45,20.0,,,50.79,24.67,57.72,91.21
Wet-Waste-Biomass-Opt::pyrolysis::0069,Wet-Waste-Biomass-Opt,Pyrolysis_data.csv,literature_experiment,,single_source_reference,,pyrolysis,unknown,34.93,45.96,1.4,17.72,,58.19,25.57,8.92,21.71,370,5,50.0,,,52.29,24.2,58.3,91.34
